course_name,job_id,job_title,job_company,job_source,course_job_score_max,n_subclo_matched
Pengantar Sistem Informasi,gd_1010186659840,College Aide (Information Technology),New York City Department of Probation,glassdoor,-4.2315,1
Pengantar Sistem Informasi,li_3815119724,Software,Bay Mortgage Services,linkedin,-2.1128,4
Pengantar Sistem Informasi,li_4380008807,Software Engineer II (Maritime),Torch.AI,linkedin,-2.4269,1
Pengantar Sistem Informasi,li_4403509120,Software Engineer,KIHOMAC,linkedin,-4.507,2
Pengantar Sistem Informasi,li_4403526264,"Software Engineer, Machine Learning (Systems)",Sweep360,linkedin,-5.1759,1
Pengantar Sistem Informasi,li_4404995783,"Data Scientist, New Grad",SentiLink,linkedin,-3.1581,1
Pengantar Sistem Informasi,li_4415682876,Business Analyst,Tata Consultancy Services,linkedin,-4.5305,1
Pengantar Sistem Informasi,li_4418681963,Product Designer,SimpliGov,linkedin,-2.5746,1
Pengantar Sistem Informasi,li_4418860602,Business Analyst,Tata Consultancy Services,linkedin,-4.5305,1
Pengantar Sistem Informasi,li_4426669408,Software Developer,Zekiah Technologies,linkedin,-3.0205,1
Pengantar Sistem Informasi,li_4428505624,Business Systems Analyst,CACI International Inc,linkedin,-2.6094,2
Pengantar Sistem Informasi,li_4432900614,Software Engineer,Millennium Software Inc,linkedin,-5.322,1
Pengantar Sistem Informasi,li_4435439591,Data Analyst,DBD International,linkedin,-3.2932,1
Pengembangan Aplikasi Website,gd_1009846201389,AI Researcher,"AGI, Inc.",glassdoor,-4.8079,1
Pengembangan Aplikasi Website,li_3815119724,Software,Bay Mortgage Services,linkedin,-1.7446,2
Pengembangan Aplikasi Website,li_4243859384,Test analyst,ADP WFN Test Company 3,linkedin,-4.0401,1
Pengembangan Aplikasi Website,li_4253077386,Creative Web Designer,"Kros-Wise, Inc.",linkedin,-0.4039,1
Pengembangan Aplikasi Website,li_4302316577,Web application developer job,Gain America,linkedin,-3.6328,1
Pengembangan Aplikasi Website,li_4337648158,"Software Engineer, Full Stack",Clay,linkedin,-5.2599,1
Pengembangan Aplikasi Website,li_4338267967,"Software Engineer, Backend",Clay,linkedin,-4.9165,1
Pengembangan Aplikasi Website,li_4339359236,"Software Engineer, Backend",Clay,linkedin,-4.9165,1
Pengembangan Aplikasi Website,li_4363726700,Software Engineer,Oso,linkedin,-2.9035,1
Pengembangan Aplikasi Website,li_4385647711,"Software Engineer, Developer Experience (AI)",Clay,linkedin,-5.217,1
Pengembangan Aplikasi Website,li_4395972720,"Software Engineer, Cross Platform",ByteDance,linkedin,0.6815,1
Pengembangan Aplikasi Website,li_4399451605,"Software Engineer, Full Stack",Clay,linkedin,-5.2599,1
Pengembangan Aplikasi Website,li_4402733831,Full Stack Developer,Scientific Research Corporation,linkedin,-1.1309,2
Pengembangan Aplikasi Website,li_4413040880,"Web Developer, Lion Holdings",Valuetainment,linkedin,1.1557,1
Pengembangan Aplikasi Website,li_4414938843,Web Apps Developer,Halvik,linkedin,-0.2645,1
Pengembangan Aplikasi Website,li_4415952925,Computer Programmer (On-Site),CSSI,linkedin,-4.4536,1
Pengembangan Aplikasi Website,li_4419568698,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-5.1134,1
Pengembangan Aplikasi Website,li_4426390973,Application Developer II,Cass Information Systems,linkedin,-4.1972,1
Pengembangan Aplikasi Website,li_4426669408,Software Developer,Zekiah Technologies,linkedin,-4.0665,1
Pengembangan Aplikasi Website,li_4427706568,"Web Developer (HTML,CSS) | Remote",Crossing Hurdles,linkedin,0.5446,1
Pengembangan Aplikasi Website,li_4427730735,UI Frontend Developer,Unissant,linkedin,-0.5593,3
Pengembangan Aplikasi Website,li_4429586730,Web Application Software Developer,"DESE Research, Inc.",linkedin,2.8445,2
Pengembangan Aplikasi Website,li_4430289828,Software Engineer II,Arcfield,linkedin,-3.619,1
Pengembangan Aplikasi Website,li_4431117643,Software Developer,IEQ Technology,linkedin,-1.6097,2
Pengembangan Aplikasi Website,li_4431796477,Full Stack Developer,GliaCell Technologies,linkedin,-5.0005,1
Pengembangan Aplikasi Website,li_4432900614,Software Engineer,Millennium Software Inc,linkedin,-6.5792,1
Pengembangan Aplikasi Website,li_4435216514,Back-end Software Development Engineer,FastTek Global,linkedin,-0.5536,1
Pengembangan Aplikasi Website,li_4435503395,"Software Engineer, Frontend/Web App",Beacon AI,linkedin,-5.7496,1
Pengembangan Aplikasi Website,li_4436948783,Website UI/UX Designer,Inflection (Angel List Syndicate),linkedin,-5.9243,1
Pengembangan Sistem Cerdas,gd_1010070797503,AI Resident - Learning From Videos (LFV),Toyota Research Institute,glassdoor,-3.6238,1
Pengembangan Sistem Cerdas,gd_1010109391172,AI Tutor - Tagalog,x.ai,glassdoor,-4.649,1
Pengembangan Sistem Cerdas,gd_1010174347142,Deep Learning Quality Specialist,Carbon Robotics,glassdoor,-6.1319,1
Pengembangan Sistem Cerdas,gd_1010178684905,Machine Learning Algorithm Consultant,PURE DIAGNOSTICS LLC,glassdoor,-4.0689,1
Pengembangan Sistem Cerdas,gd_1010178865002,"Research Assistant I - Audibility, Perception and Cognition Laboratory",Boys Town National Research Hospital,glassdoor,-3.8079,3
Pengembangan Sistem Cerdas,gd_1010181109261,Informaticist 2,CenterWell Senior Primary Care,glassdoor,-0.56,2
Pengembangan Sistem Cerdas,li_3686416246,Epicor Software Programmer,"Patriot Machine, Inc.",linkedin,-2.5979,1
Pengembangan Sistem Cerdas,li_3815119724,Software,Bay Mortgage Services,linkedin,0.3846,4
Pengembangan Sistem Cerdas,li_4323760824,"Software Engineer, Backend",Clay,linkedin,-5.0484,2
Pengembangan Sistem Cerdas,li_4337648158,"Software Engineer, Full Stack",Clay,linkedin,-4.0622,1
Pengembangan Sistem Cerdas,li_4339359236,"Software Engineer, Backend",Clay,linkedin,-6.8115,1
Pengembangan Sistem Cerdas,li_4380008807,Software Engineer II (Maritime),Torch.AI,linkedin,-4.4248,1
Pengembangan Sistem Cerdas,li_4385647711,"Software Engineer, Developer Experience (AI)",Clay,linkedin,-4.2449,3
Pengembangan Sistem Cerdas,li_4399451605,"Software Engineer, Full Stack",Clay,linkedin,-5.137,2
Pengembangan Sistem Cerdas,li_4403526264,"Software Engineer, Machine Learning (Systems)",Sweep360,linkedin,-3.1678,2
Pengembangan Sistem Cerdas,li_4405260780,Machine Learning (ML) Engineer,Vectara,linkedin,0.5883,1
Pengembangan Sistem Cerdas,li_4406796300,Software Engineer,Anicca Data Science Solutions,linkedin,-4.6723,1
Pengembangan Sistem Cerdas,li_4412928692,Software Engineer 2,"Burke Porter, an Ascential Technologies Brand",linkedin,-4.5283,2
Pengembangan Sistem Cerdas,li_4419895399,Software Engineer,Kratos Defense and Security Solutions,linkedin,-2.5799,1
Pengembangan Sistem Cerdas,li_4424958127,Product Designer,Plot,linkedin,-0.8571,4
Pengembangan Sistem Cerdas,li_4426390973,Application Developer II,Cass Information Systems,linkedin,-3.0186,1
Pengembangan Sistem Cerdas,li_4429955515,Product Designer,Conduct,linkedin,-4.5228,1
Pengembangan Sistem Cerdas,li_4430289828,Software Engineer II,Arcfield,linkedin,-2.239,1
Pengembangan Sistem Cerdas,li_4431330775,Software Developer,Arvin Acme Technologies Inc,linkedin,-0.7975,1
Pengembangan Sistem Cerdas,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-4.4144,1
Perancangan Interaksi,gd_1009846201389,AI Researcher,"AGI, Inc.",glassdoor,-4.2876,3
Perancangan Interaksi,gd_1010109391172,AI Tutor - Tagalog,x.ai,glassdoor,-5.0948,1
Perancangan Interaksi,li_3815119724,Software,Bay Mortgage Services,linkedin,2.2478,2
Perancangan Interaksi,li_3907138810,Full-stack Engineer,Speak,linkedin,-5.3737,2
Perancangan Interaksi,li_4288815173,UI/UX Designer (Figma),Heirloom Cloud Corporation,linkedin,-1.7193,1
Perancangan Interaksi,li_4318503546,Product Designer,"AGI, Inc.",linkedin,-4.2941,5
Perancangan Interaksi,li_4323760450,"Product Designer, Design, Dev, & AI Tools",Figma,linkedin,1.4871,1
Perancangan Interaksi,li_4363726700,Software Engineer,Oso,linkedin,-5.0194,2
Perancangan Interaksi,li_4401335199,Product Designer,Nuna Inc.,linkedin,-4.8494,2
Perancangan Interaksi,li_4402246807,Product Designer,Kake,linkedin,-2.9482,2
Perancangan Interaksi,li_4402988667,Interaction Designer/Visual Designer,MillenniumSoft Inc,linkedin,0.9722,2
Perancangan Interaksi,li_4403526264,"Software Engineer, Machine Learning (Systems)",Sweep360,linkedin,-4.7569,2
Perancangan Interaksi,li_4406796300,Software Engineer,Anicca Data Science Solutions,linkedin,-2.8765,2
Perancangan Interaksi,li_4418681963,Product Designer,SimpliGov,linkedin,-1.7489,6
Perancangan Interaksi,li_4418939171,UI/UX Designer,Futurex,linkedin,-1.4383,2
Perancangan Interaksi,li_4419558780,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-3.4411,3
Perancangan Interaksi,li_4419568698,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-3.4411,1
Perancangan Interaksi,li_4419575653,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-3.4411,1
Perancangan Interaksi,li_4419576589,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-3.4411,3
Perancangan Interaksi,li_4419576591,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-3.4411,3
Perancangan Interaksi,li_4422709114,Product Designer,Thunkable,linkedin,-1.4519,2
Perancangan Interaksi,li_4424958127,Product Designer,Plot,linkedin,-4.1665,2
Perancangan Interaksi,li_4428729111,"Interaction Designer, AI Foundations",Google,linkedin,-3.2787,6
Perancangan Interaksi,li_4430393815,"Interaction Designer, XR Apps",Google,linkedin,-3.9557,4
Perancangan Interaksi,li_4431711270,UX Designer,MDAEdge,linkedin,0.7082,5
Perancangan Interaksi,li_4431725005,UX Designer,MDAEdge,linkedin,-1.0979,2
Perancangan Interaksi,li_4433350882,Figma Designer,TekValue IT Solutions,linkedin,-0.5079,1
Perancangan Interaksi,li_4433431526,Model UX Designer,Google,linkedin,-3.2907,1
Perancangan Interaksi,li_4434394973,User Experience Designer,Harvey Nash,linkedin,-0.7262,1
Proyek Perangkat Lunak,gd_1007506508998,Science Policy Postdocs,European Business Reliance Centre,glassdoor,-5.5965,2
Proyek Perangkat Lunak,gd_1009846201389,AI Researcher,"AGI, Inc.",glassdoor,-3.9079,1
Proyek Perangkat Lunak,gd_1009854923655,"Freelance Medical Reviewer, MyHealthTeam","MyHealthTeam, Inc",glassdoor,-2.6742,1
Proyek Perangkat Lunak,gd_1010070797503,AI Resident - Learning From Videos (LFV),Toyota Research Institute,glassdoor,-3.8658,4
Proyek Perangkat Lunak,gd_1010085437885,Student Researcher (Vision Foundation Model - Seed) - 2027 Start (BS/MS),"Beijing Bytedance Technology Co., Ltd",glassdoor,-3.3886,2
Proyek Perangkat Lunak,gd_1010109391172,AI Tutor - Tagalog,x.ai,glassdoor,-3.9353,1
Proyek Perangkat Lunak,gd_1010139624650,Research Assistant 1- Word Learning Lab,Boys Town National Research Hospital,glassdoor,-1.5172,2
Proyek Perangkat Lunak,gd_1010147189647,AI Math Content Creator,Texas Sports Academy,glassdoor,-5.9857,2
Proyek Perangkat Lunak,gd_1010155380514,English Language Specialist – AI Trainer,Ameridial,glassdoor,-2.3725,1
Proyek Perangkat Lunak,gd_1010162931103,Graduate Student Assistant - Substance and Addiction Prevention - Remote,"University Enterprises, Inc.",glassdoor,-5.016,2
Proyek Perangkat Lunak,gd_1010178865002,"Research Assistant I - Audibility, Perception and Cognition Laboratory",Boys Town National Research Hospital,glassdoor,-1.4605,4
Proyek Perangkat Lunak,gd_1010181109261,Informaticist 2,CenterWell Senior Primary Care,glassdoor,-0.9671,1
Proyek Perangkat Lunak,gd_1010186624181,Shift Lead,Kooth PLC,glassdoor,-4.5445,1
Proyek Perangkat Lunak,gd_1010188559101,Admission Specialist PRN,Innovative Network of Knowledge (INK),glassdoor,-5.4253,1
Proyek Perangkat Lunak,li_3815119724,Software,Bay Mortgage Services,linkedin,-1.3677,8
Proyek Perangkat Lunak,li_3907138810,Full-stack Engineer,Speak,linkedin,-3.9646,6
Proyek Perangkat Lunak,li_4243859384,Test analyst,ADP WFN Test Company 3,linkedin,-3.5805,2
Proyek Perangkat Lunak,li_4318503546,Product Designer,"AGI, Inc.",linkedin,-4.1483,1
Proyek Perangkat Lunak,li_4323760824,"Software Engineer, Backend",Clay,linkedin,-5.7362,1
Proyek Perangkat Lunak,li_4324030480,"Software Engineer, Full Stack",Clay,linkedin,-5.7134,1
Proyek Perangkat Lunak,li_4338267967,"Software Engineer, Backend",Clay,linkedin,-5.3215,1
Proyek Perangkat Lunak,li_4339359236,"Software Engineer, Backend",Clay,linkedin,-5.3215,1
Proyek Perangkat Lunak,li_4373708675,Software Engineer,Avid Technology Professionals,linkedin,-4.0257,1
Proyek Perangkat Lunak,li_4380008807,Software Engineer II (Maritime),Torch.AI,linkedin,-3.8614,5
Proyek Perangkat Lunak,li_4394270475,Product Designer,Remi,linkedin,-2.0709,2
Proyek Perangkat Lunak,li_4398237359,Product Engineer,Namespace,linkedin,-6.3198,1
Proyek Perangkat Lunak,li_4402246807,Product Designer,Kake,linkedin,-3.5243,2
Proyek Perangkat Lunak,li_4403509120,Software Engineer,KIHOMAC,linkedin,-2.4373,2
Proyek Perangkat Lunak,li_4403636853,Software Engineer,Autoliv,linkedin,-1.5318,1
Proyek Perangkat Lunak,li_4403643287,Software Engineer - Early Career,Varsity Brands,linkedin,-4.5745,1
Proyek Perangkat Lunak,li_4405158984,Dаtа Sсіеntіѕt (Remote),Progressive Leasing,linkedin,-4.6651,1
Proyek Perangkat Lunak,li_4405260780,Machine Learning (ML) Engineer,Vectara,linkedin,-5.3646,2
Proyek Perangkat Lunak,li_4406775250,Product Designer,adaption,linkedin,-3.7733,1
Proyek Perangkat Lunak,li_4406796300,Software Engineer,Anicca Data Science Solutions,linkedin,-5.1267,1
Proyek Perangkat Lunak,li_4410227455,Platform Engineer,Sea12,linkedin,-6.5981,2
Proyek Perangkat Lunak,li_4412928692,Software Engineer 2,"Burke Porter, an Ascential Technologies Brand",linkedin,-4.0887,1
Proyek Perangkat Lunak,li_4416261558,Software Engineer (Backend),Lorum,linkedin,-4.0393,2
Proyek Perangkat Lunak,li_4418681963,Product Designer,SimpliGov,linkedin,-6.4731,1
Proyek Perangkat Lunak,li_4418898971,Software Engineer II (Frontend),"Scribd, Inc.",linkedin,-4.709,2
Proyek Perangkat Lunak,li_4419003903,Software Engineer II (Frontend),"Scribd, Inc.",linkedin,-4.709,2
Proyek Perangkat Lunak,li_4419011686,Software Engineer II (Frontend),"Scribd, Inc.",linkedin,-4.709,2
Proyek Perangkat Lunak,li_4419558780,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-5.0358,1
Proyek Perangkat Lunak,li_4419575653,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-5.0358,1
Proyek Perangkat Lunak,li_4419576589,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-5.0358,1
Proyek Perangkat Lunak,li_4419895399,Software Engineer,Kratos Defense and Security Solutions,linkedin,-2.7567,1
Proyek Perangkat Lunak,li_4424958127,Product Designer,Plot,linkedin,-0.9548,11
Proyek Perangkat Lunak,li_4425799342,Software Engineer - C# or Java - Hedgefund - NYC,Saragossa,linkedin,-6.5563,1
Proyek Perangkat Lunak,li_4426669408,Software Developer,Zekiah Technologies,linkedin,-3.0681,3
Proyek Perangkat Lunak,li_4427112925,Data Analyst,Beyond Feedback,linkedin,-6.1451,1
Proyek Perangkat Lunak,li_4428057087,Software Engineer | API,DeepL,linkedin,-2.6007,1
Proyek Perangkat Lunak,li_4428474361,Product Designer,Quantifind,linkedin,-2.6317,3
Proyek Perangkat Lunak,li_4428785976,"Software Engineer, Backend",Imprint,linkedin,-4.1438,1
Proyek Perangkat Lunak,li_4430289828,Software Engineer II,Arcfield,linkedin,-3.8001,1
Proyek Perangkat Lunak,li_4431286717,"Software Engineer II, Backend (Reliability Platform)",Affirm,linkedin,-5.3481,1
Proyek Perangkat Lunak,li_4431404300,"Software Engineer II, Backend (Reliability Platform)",Affirm,linkedin,-5.3481,1
Proyek Perangkat Lunak,li_4431784441,Software Engineer,uShip,linkedin,-6.7611,1
Proyek Perangkat Lunak,li_4432488212,Machine Learning Engineer,Harrison Clarke,linkedin,-4.4754,1
Proyek Perangkat Lunak,li_4432644521,AI/ML Engineer,Centraprise,linkedin,-2.8368,1
Proyek Perangkat Lunak,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-5.095,3
Proyek Perangkat Lunak,li_4434263916,Software Engineer- All Levels,Wrench,linkedin,-1.8303,1
Proyek Perangkat Lunak,li_4435010314,"Professional, Data Quality",Cotality,linkedin,-2.1479,1
Proyek Perangkat Lunak,li_4435019087,"Professional, Data Quality",Cotality,linkedin,-2.1479,1
Rekayasa Proses Bisnis,gd_1010109391172,AI Tutor - Tagalog,x.ai,glassdoor,-3.9353,1
Rekayasa Proses Bisnis,gd_1010155380514,English Language Specialist – AI Trainer,Ameridial,glassdoor,-2.3725,1
Rekayasa Proses Bisnis,gd_1010181109261,Informaticist 2,CenterWell Senior Primary Care,glassdoor,-0.9671,1
Rekayasa Proses Bisnis,li_3815119724,Software,Bay Mortgage Services,linkedin,-3.2606,6
Rekayasa Proses Bisnis,li_3907138810,Full-stack Engineer,Speak,linkedin,-3.9646,1
Rekayasa Proses Bisnis,li_4323760824,"Software Engineer, Backend",Clay,linkedin,-4.7981,3
Rekayasa Proses Bisnis,li_4324030480,"Software Engineer, Full Stack",Clay,linkedin,-5.7163,1
Rekayasa Proses Bisnis,li_4337648158,"Software Engineer, Full Stack",Clay,linkedin,-4.7885,4
Rekayasa Proses Bisnis,li_4338267967,"Software Engineer, Backend",Clay,linkedin,-5.1472,1
Rekayasa Proses Bisnis,li_4339359236,"Software Engineer, Backend",Clay,linkedin,-4.8344,3
Rekayasa Proses Bisnis,li_4375868798,Data Analyst,Clay,linkedin,-3.8314,2
Rekayasa Proses Bisnis,li_4399451605,"Software Engineer, Full Stack",Clay,linkedin,-4.7885,3
Rekayasa Proses Bisnis,li_4405158984,Dаtа Sсіеntіѕt (Remote),Progressive Leasing,linkedin,-3.6153,1
Rekayasa Proses Bisnis,li_4419895399,Software Engineer,Kratos Defense and Security Solutions,linkedin,-2.7567,1
Rekayasa Proses Bisnis,li_4424958127,Product Designer,Plot,linkedin,-0.9548,5
Rekayasa Proses Bisnis,li_4428057087,Software Engineer | API,DeepL,linkedin,-2.6007,1
Rekayasa Proses Bisnis,li_4432644521,AI/ML Engineer,Centraprise,linkedin,-2.8368,1
Rekayasa Proses Bisnis,li_4432811217,Junior Frontend Developer,MagicSet,linkedin,-3.9982,1
Rekayasa Proses Bisnis,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-3.5589,3
Sistem Basis Data,gd_1009846201389,AI Researcher,"AGI, Inc.",glassdoor,-5.3144,2
Sistem Basis Data,gd_1010155378118,Data AI Annotator - Flexible Hours,Innodata Inc.,glassdoor,-6.2506,1
Sistem Basis Data,gd_1010155378140,Applied AI Associate - Flexible Hours,Innodata Inc.,glassdoor,-6.2628,1
Sistem Basis Data,gd_1010181109261,Informaticist 2,CenterWell Senior Primary Care,glassdoor,-3.6249,2
Sistem Basis Data,li_3815119724,Software,Bay Mortgage Services,linkedin,-1.2379,11
Sistem Basis Data,li_4195258183,"Software Engineer, Frontend",Glean,linkedin,-4.8451,1
Sistem Basis Data,li_4195260019,"Software Engineer, Product Backend",Glean,linkedin,-4.7836,1
Sistem Basis Data,li_4258382945,"Software Engineer, Backend",Glean,linkedin,-4.8029,1
Sistem Basis Data,li_4318503546,Product Designer,"AGI, Inc.",linkedin,-5.6375,1
Sistem Basis Data,li_4325154188,Software Engineer (Remote),Keye (YC F24),linkedin,-4.2914,1
Sistem Basis Data,li_4337648158,"Software Engineer, Full Stack",Clay,linkedin,-5.0538,1
Sistem Basis Data,li_4338267967,"Software Engineer, Backend",Clay,linkedin,-4.7648,1
Sistem Basis Data,li_4339359236,"Software Engineer, Backend",Clay,linkedin,-4.7648,1
Sistem Basis Data,li_4375868798,Data Analyst,Clay,linkedin,-3.5509,2
Sistem Basis Data,li_4380008807,Software Engineer II (Maritime),Torch.AI,linkedin,-4.4801,2
Sistem Basis Data,li_4385647711,"Software Engineer, Developer Experience (AI)",Clay,linkedin,-6.8036,1
Sistem Basis Data,li_4399451605,"Software Engineer, Full Stack",Clay,linkedin,-5.0538,2
Sistem Basis Data,li_4404995783,"Data Scientist, New Grad",SentiLink,linkedin,-3.1672,3
Sistem Basis Data,li_4405158984,Dаtа Sсіеntіѕt (Remote),Progressive Leasing,linkedin,-5.8504,1
Sistem Basis Data,li_4405260780,Machine Learning (ML) Engineer,Vectara,linkedin,-2.292,1
Sistem Basis Data,li_4406796300,Software Engineer,Anicca Data Science Solutions,linkedin,-2.4582,2
Sistem Basis Data,li_4411637470,"Software Engineer, Trust",Notion,linkedin,-6.1586,1
Sistem Basis Data,li_4416261558,Software Engineer (Backend),Lorum,linkedin,-6.4523,1
Sistem Basis Data,li_4416430090,"Backend Engineer, Growth and Data",Hebbia,linkedin,-3.614,1
Sistem Basis Data,li_4419202281,Android Developer,Virtusa,linkedin,-2.6834,1
Sistem Basis Data,li_4419558780,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-4.7188,1
Sistem Basis Data,li_4419576589,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-4.7188,1
Sistem Basis Data,li_4419576591,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-4.7188,1
Sistem Basis Data,li_4419895399,Software Engineer,Kratos Defense and Security Solutions,linkedin,-1.8517,1
Sistem Basis Data,li_4424741876,Data Analyst,Yulista Holding LLC,linkedin,-2.9097,1
Sistem Basis Data,li_4424958127,Product Designer,Plot,linkedin,-6.4691,1
Sistem Basis Data,li_4426669408,Software Developer,Zekiah Technologies,linkedin,1.7255,1
Sistem Basis Data,li_4427112925,Data Analyst,Beyond Feedback,linkedin,-3.9221,1
Sistem Basis Data,li_4428474361,Product Designer,Quantifind,linkedin,-4.2374,1
Sistem Basis Data,li_4428620717,Systems Engineer,AISIN World Corp. of America,linkedin,-5.1677,1
Sistem Basis Data,li_4429019731,AI/ML Engineer — Job Posting,Get Hire Technologies Inc.,linkedin,-6.2408,1
Sistem Basis Data,li_4429955515,Product Designer,Conduct,linkedin,-5.7008,1
Sistem Basis Data,li_4430289828,Software Engineer II,Arcfield,linkedin,-4.0722,2
Sistem Basis Data,li_4431117643,Software Developer,IEQ Technology,linkedin,-5.5975,1
Sistem Basis Data,li_4431128682,UI Designer,Collate,linkedin,-4.0829,1
Sistem Basis Data,li_4431178572,Data Systems Specialist,Qnity,linkedin,1.045,1
Sistem Basis Data,li_4431280792,Data Analyst,World Wide Professional Solutions,linkedin,-4.1263,1
Sistem Basis Data,li_4431330775,Software Developer,Arvin Acme Technologies Inc,linkedin,-1.6537,2
Sistem Basis Data,li_4432900614,Software Engineer,Millennium Software Inc,linkedin,-3.1619,1
Sistem Basis Data,li_4433236166,SENIOR FULL STACK DEVELOPER,Salvatech,linkedin,-4.4423,1
Sistem Basis Data,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-1.9219,5
Sistem Basis Data,li_4435010314,"Professional, Data Quality",Cotality,linkedin,-3.7973,1
Sistem Basis Data,li_4435019087,"Professional, Data Quality",Cotality,linkedin,-3.7973,1
Sistem Basis Data,li_4435439591,Data Analyst,DBD International,linkedin,-2.6893,3
Sistem Enterprise,gd_1007506508998,Science Policy Postdocs,European Business Reliance Centre,glassdoor,-6.9958,1
Sistem Enterprise,gd_1010181109261,Informaticist 2,CenterWell Senior Primary Care,glassdoor,-4.0986,1
Sistem Enterprise,li_3815119724,Software,Bay Mortgage Services,linkedin,-3.165,4
Sistem Enterprise,li_4205003719,Software Engineer,Middesk,linkedin,-3.7554,1
Sistem Enterprise,li_4318518203,Applied AI Engineer,Zania,linkedin,-4.9907,1
Sistem Enterprise,li_4335431264,Product Designer,Slant CRM,linkedin,-3.0422,1
Sistem Enterprise,li_4335581071,Senior Software Engineer,Slant CRM,linkedin,-2.9038,1
Sistem Enterprise,li_4337648158,"Software Engineer, Full Stack",Clay,linkedin,-5.5603,1
Sistem Enterprise,li_4338267967,"Software Engineer, Backend",Clay,linkedin,-5.6411,1
Sistem Enterprise,li_4339359236,"Software Engineer, Backend",Clay,linkedin,-5.6411,1
Sistem Enterprise,li_4363726700,Software Engineer,Oso,linkedin,-4.6793,2
Sistem Enterprise,li_4380008807,Software Engineer II (Maritime),Torch.AI,linkedin,-5.7704,1
Sistem Enterprise,li_4385647711,"Software Engineer, Developer Experience (AI)",Clay,linkedin,-5.6682,1
Sistem Enterprise,li_4399451605,"Software Engineer, Full Stack",Clay,linkedin,-5.5603,1
Sistem Enterprise,li_4405158984,Dаtа Sсіеntіѕt (Remote),Progressive Leasing,linkedin,-3.8565,3
Sistem Enterprise,li_4405260780,Machine Learning (ML) Engineer,Vectara,linkedin,-2.4056,1
Sistem Enterprise,li_4414676598,Software Engineer,ETAP Software,linkedin,-4.9767,1
Sistem Enterprise,li_4415368109,"Software Engineer II, Backend - HR Product",Rippling,linkedin,-2.5381,3
Sistem Enterprise,li_4418860602,Business Analyst,Tata Consultancy Services,linkedin,-7.1369,1
Sistem Enterprise,li_4419568698,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-4.0611,2
Sistem Enterprise,li_4419575653,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-4.0611,2
Sistem Enterprise,li_4419576589,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-4.0611,1
Sistem Enterprise,li_4419576591,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-4.0611,1
Sistem Enterprise,li_4424958127,Product Designer,Plot,linkedin,-4.9202,4
Sistem Enterprise,li_4426390973,Application Developer II,Cass Information Systems,linkedin,-5.3826,1
Sistem Enterprise,li_4427112925,Data Analyst,Beyond Feedback,linkedin,-4.7724,1
Sistem Enterprise,li_4427749735,"Analyst, Enterprise Data",McLeod Software,linkedin,-2.2683,1
Sistem Enterprise,li_4428505624,Business Systems Analyst,CACI International Inc,linkedin,-2.0512,1
Sistem Enterprise,li_4428620717,Systems Engineer,AISIN World Corp. of America,linkedin,-4.1693,1
Sistem Enterprise,li_4428785976,"Software Engineer, Backend",Imprint,linkedin,-4.9716,2
Sistem Enterprise,li_4429955515,Product Designer,Conduct,linkedin,-4.0521,6
Sistem Enterprise,li_4431882519,Software Developer,Factory6,linkedin,-5.0255,1
Sistem Enterprise,li_4432488212,Machine Learning Engineer,Harrison Clarke,linkedin,-4.7335,1
Sistem Enterprise,li_4432900614,Software Engineer,Millennium Software Inc,linkedin,-5.453,1
Sistem Enterprise,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-5.732,4
Sistem Enterprise,li_4434088291,Software Engineer,C1,linkedin,-5.3061,1
Sistem Enterprise,li_4435010314,"Professional, Data Quality",Cotality,linkedin,-5.5682,1
Sistem Enterprise,li_4435019087,"Professional, Data Quality",Cotality,linkedin,-5.5682,1
Sistem Informasi Akuntansi,gd_1009846201389,AI Researcher,"AGI, Inc.",glassdoor,-2.8559,1
Sistem Informasi Akuntansi,gd_1010181109261,Informaticist 2,CenterWell Senior Primary Care,glassdoor,-3.6004,1
Sistem Informasi Akuntansi,li_3815119724,Software,Bay Mortgage Services,linkedin,-4.6169,1
Sistem Informasi Akuntansi,li_4327166527,Computer Scientist - Mid,"Bluehawk LLC, Intelligence Services",linkedin,-3.9883,1
