course_name,sub_clo_code,sub_clo_text,source_file
Sistem Manajemen Hubungan Pelanggan,CLO 4,Mahasiswa Mampu Merancang dan merumuskan pengukuran dan mengelola nilai pelanggan berdasarkan customer-strategy enterprise,TeluSurabaya.xlsx
Sistem Manajemen Hubungan Pelanggan,CLO 5,[CLO-5] Mampu mendesain customer-strategy enterprise,TeluSurabaya.xlsx
Sistem Operasi,CLO 1,"Mampu merancang, mengembangkan, mengimplementasikan, dan mengevaluasisolusi berbasissistem informasi untuk memenuhi kebutuhan organisasi menuju data-driven organization.",TeluSurabaya.xlsx
Sistem Operasi,CLO 2,Mampu mengimplementasikan solusi berbasis sistem informasi menggunakan metodologi pengembangan yang tepat.,TeluSurabaya.xlsx
Sistem Operasi,CLO 3,Mampu menggunakan metode tertentu dalam keilmuan sistem informasi dalam konteks penelitian atau proyek nyata.,TeluSurabaya.xlsx
Sistem Operasi,CLO 4,"Mampu menggunakan teknik, keahlian, dan perangkat dalam pengembangan aplikasi dan integrasinya dalam konteks kasus nyata.",TeluSurabaya.xlsx
Sistem Operasi,CLO-01,"Mampu merancang, mengembangkan, mengimplementasikan, dan mengevaluasi solusi berbasis sistem informasi untuk memenuhi kebutuhan organisasi menuju data-driven organization",Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Sistem Operasi,CLO-02,Mampu mengimplementasikan solusi berbasis sistem informasi menggunakan metodologi pengembangan yang tepat,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Sistem Operasi,CLO-03,Mampu menggunakan metode tertentu dalam keilmuan sistem informasi dalam konteks penelitian atau proyek nyata,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Sistem Operasi,CLO-04,"Mampu menggunakan teknik, keahlian, dan perangkat dalam pengembangan aplikasi dan integrasinya dalam konteks kasus nyata",Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Statistika Industri,CLO 1-Sub CLO-3,"Mahasiswa mampu membangun model statistika untuk menganalisis, memprediksi, dan mengambil keputusan pada permasalahan bidang sistem informasi",TeluSurabaya.xlsx
Statistika Industri,CLO 2-Sub CLO-01,Mahasiswa mampu melakukan proses pengumpulan data dengan menggunakan teknik sampling yang tepat,TeluSurabaya.xlsx
Statistika Industri,CLO 7-Sub CLO-2,Mahasiswa mampu melakukan pengujian hipotesis yang dimanfaatkan untuk menyelesaikan masalah,TeluSurabaya.xlsx
Tata Kelola Keamanan Informasi,CLO01a,Menjelaskan konsep tatakelola keamanan informasi,ITS_SI_BRIN.xlsx
Tata Kelola Keamanan Informasi,CLO01b,Memahami konsep manajemen resiko keamanan informasi,ITS_SI_BRIN.xlsx
Tata Kelola Keamanan Informasi,CLO01c,Memahami konsep manajemen keamanan siber,ITS_SI_BRIN.xlsx
Tata Kelola Keamanan Informasi,CLO01d,Memahami konsep dalam jaminan keamanan siber,ITS_SI_BRIN.xlsx
Tata Kelola Keamanan Informasi,CLO01e,Memahami tahapan penyusunan dokumen berbasis COBIT,ITS_SI_BRIN.xlsx
Tata Kelola dan Audit TI,CLO01a,Memahami konsep Sistem Pengendalian Internal dan Tatakelola TI,ITS_SI_BRIN.xlsx
Tata Kelola dan Audit TI,CLO01b,Memahami COBIT sebagai kerangka kerja Tatakelola TI,ITS_SI_BRIN.xlsx
Tata Kelola dan Audit TI,CLO01c,Memahami dasar-dasar audit TI,ITS_SI_BRIN.xlsx
Tata Kelola dan Audit TI,CLO01d,Memahami tahapan audit lingkungan TI,ITS_SI_BRIN.xlsx
Tata Kelola dan Managemen Teknologi Informasi,CLO 1-01,Mahasiswa mampu memahami konsep dan menjelaskan konsep tata kelola dan manajemen TI (TKMTI) berdasarkan kerangka kerja praktik yang baik di industri (COBIT 2019),TeluSurabaya.xlsx
Tata Kelola dan Managemen Teknologi Informasi,CLO 1-01,Mahasiswa mampu memahami dan menjelaskan konsep tata kelola dan manajemen TI (TKMTI) berdasarkan kerangka kerja praktik yang baik di industri (COBIT 2019),TeluSurabaya.xlsx
Tata Kelola dan Managemen Teknologi Informasi,CLO 2-02,Mampu menjelaskan detail faktor desain untuk penentuan tujuan TKMTI prioritas beserta tujuh komponen sistem TKTMI pada lima domain terkait,TeluSurabaya.xlsx
Tata Kelola dan Managemen Teknologi Informasi,CLO 3-03,Mampu menentukan lingkup tujuan TKMTI prioritas berdasarkan faktor desain serta merancang instrumen penilaian tingkat kinerja tujuh komponen sistem TKMTI prioritas terkait,TeluSurabaya.xlsx
Tata Kelola dan Managemen Teknologi Informasi,CLO 3-04,Mampu melaksanakan penilaian kesenjangan antara kondisi saat ini dengan target dan merancang solusi tujuh komponen sistem TKMTI prioritas pada suatu organisasi berdasarkan hasil penilaian kesenjangan yang dilakukan sebelumnya.,TeluSurabaya.xlsx
Tata Kelola dan Manajemen Teknologi Informasi,CLO-02,"Mampu menggunakan teknik, metode, perangkat lunak, atau kakas terkini untuk menghasilkan solusi di bidang sistem informasi dalam konteks kasus nyata",Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Tata Kelola dan Manajemen Teknologi Informasi,CLO-03,Mampu menganalisis permasalahan yang kompleks dalam bidang infokom dalam konteks enterprise atau masyarakat,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Tata Kelola dan Manajemen Teknologi Informasi,CLO-04,Mampu mengevaluasi kinerja sistem informasi dan mengusulkan perbaikan untuk meningkatkan kontribusi sistem informasi terhadap tujuan bisnis organisasi.,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Teknologi Berkembang,CLO01a,Memahami pengetahuan inovasi dan teknologi yang berkembang,ITS_SI_BRIN.xlsx
Teknologi Berkembang,CLO01b,Mengemukakan teknologi-teknologi yang berkembang,ITS_SI_BRIN.xlsx
Teknologi Berkembang,CLO01c,Melaporkan hasil analisis masalah dengan solusi inovatif,ITS_SI_BRIN.xlsx
Teknologi Machine Learning,CLO01a,Memahami pengetahuan teknologi pada Machine Learning,ITS_SI_BRIN.xlsx
Teknologi Machine Learning,CLO01b,Mengemukakan teknologi pada machine learning,ITS_SI_BRIN.xlsx
Teknologi Machine Learning,CLO01c,Mempraktikkan teknologi machine learning dengan solusi inovatif,ITS_SI_BRIN.xlsx
