course_name,sub_clo_code,sub_clo_text,source_file
Administrasi Basisdata,CLO01a,Mendemonstrasikan Administrasi Basis Data,ITS_SI_BRIN.xlsx
Administrasi Basisdata,CLO01b,Membuat Stored Procedure dan Functions,ITS_SI_BRIN.xlsx
Administrasi Basisdata,CLO01c,Mendeteksi problem dan melakukan fine tuning,ITS_SI_BRIN.xlsx
Adopsi Teknologi Informasi,CLO 1-1.1,Mampu menguraikan konsep difusi inovasi,TeluSurabaya.xlsx
Adopsi Teknologi Informasi,CLO 1-1.2,Mampu menguraikan proses pengembangan dan penentuan inovasi,TeluSurabaya.xlsx
Adopsi Teknologi Informasi,CLO 1-1.3,Mampu menentukan kategorisasi adopter teknologi informasi,TeluSurabaya.xlsx
Adopsi Teknologi Informasi,CLO 1-1.4,Mampu menguraikan inovasi di organisasi,TeluSurabaya.xlsx
Adopsi Teknologi Informasi,CLO 2-2.1,Mampu menjabarkan atribut inovasi dan tingkat adopsi,TeluSurabaya.xlsx
Adopsi Teknologi Informasi,CLO 2-2.2,Mampu menguraikan model-model difusi dan adopsi teknologi informasi,TeluSurabaya.xlsx
Adopsi Teknologi Informasi,CLO 3-3.1,Mampu menganalisis tingkat adopsi dari suatu studi kasus,TeluSurabaya.xlsx
Adopsi Teknologi Informasi,CLO 3-3.2,Menganalisis strategi penerimaan teknologi informasi,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 1-SubCLO02,Mampu memahami flowchart dan pseudocode,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 1-SubCLO03,"Mampu memahami konsep variabel, tipe data, type casting, output dan comment pada pemrograman",TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 1-SubCLO04,Mampu memahami konsep user input dan operator,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 1-SubCLO05,Mampu memahami penggunaan konstruksi percabangan if-then-else,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 1-SubCLO06,Mampu memahami penggunaan konstruksi percabangan switch case,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 1-SubCLO07,Mampu memahami penggunaan kontruksi perulangan for dan while,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 1-SubCLO08,Mampu memahami penggunaan kontruksi perulangan bersarang,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 1-SubCLO09,"Mampu memahami konsep penggunaan variabel,tipe data, type casting, output, comment, user input, operator, percabangan dan perulangan dalam berbagai bahasa pemrograman",TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 1-SubCLO10,Mampu memahami konsep penggunaan function,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 1-SubCLO11,Mampu memahami konsep penggunaan array,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 1-SubCLO12,Mampu memahami konsep dasar algoritma,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 1-SubCLO13,Mampu memahami konsep penggunaan debugging dan exception,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 2-SubCLO01,Mampu memahami bagaimana merancang algoritma,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO 3-SubCLO01,Mampu mengimplementasikan algoritma sederhana,TeluSurabaya.xlsx
Algoritma dan Pemrograman,CLO-02,Mampu mengembangkan solusi berbasis sistem informasi menggunakan metodologi pengembangan yang tepat.,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Algoritma dan Pemrograman,CLO-04,Mampu menganalisis permasalahan dalam bidang infokom dalam konteks enterprise atau masyarakat,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Algoritma dan Pemrograman,CLO-08,Mampu memahami konsep dasar bidang infokom yang digunakan dalam lingkup disiplin ilmu sistem informasi,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Algoritma dan Struktur Data,CLO01a,Melakukan penilaian kompleksitas algoritma,ITS_SI_BRIN.xlsx
Algoritma dan Struktur Data,CLO01b,Mengidentifikasi bug pada proses debugging dan pengujian,ITS_SI_BRIN.xlsx
Algoritma dan Struktur Data,CLO01c,Mendesain solusi komprehensif dengan pendekatan PBO,ITS_SI_BRIN.xlsx
Algoritma dan Struktur Data,CLO01d,Memahami tipe struktur data abstrak dan algoritma pengelolaan data jamak,ITS_SI_BRIN.xlsx
Algoritma dan Struktur Data,CLO01e,Mengimplementasikan desain solusi dengan algoritma dan struktur data,ITS_SI_BRIN.xlsx
Analisis dan Perancangan Sistem Informasi,CLO 1,Mampu mengidentifikasi kebutuhan sistem informasi dalam konteks enterprise atau masyarakat,TeluSurabaya.xlsx
Analisis dan Perancangan Sistem Informasi,CLO 1-SUBCLO-01,Mahasiswa mampu membedakan fungsi diagram pemodelan obyek,TeluSurabaya.xlsx
Analisis dan Perancangan Sistem Informasi,CLO 2-SUBCLO-02,Mahasiswa mampu mengidentifikasi masalah atau studi kasus dalam perancangan sistem,TeluSurabaya.xlsx
Analisis dan Perancangan Sistem Informasi,CLO 3-SUBCLO-03,Mahasiswa mampu menyelesaikan permasalahan dan bekerjasama dalam tim,TeluSurabaya.xlsx
Analisis dan Perancangan Sistem Informasi,CLO 4-SUBCLO-04,Mahasiswa mampu mengimplementasikan pemodelan obyek ke permasalahan nyata,TeluSurabaya.xlsx
Analisis dan Perancangan Sistem Informasi,CLO-01,[PLO02-CLO01] Mampu membuat perancangan sistem informasi untuk memenuhi kebutuhan organisasi menuju data-driven organization,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Analisis dan Perancangan Sistem Informasi,CLO-02,[PLO03-CLO02] Mampu menerapkan sikap adaptif dalam berbagai konteks profesional untuk mencapai tujuan bersama,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Analisis dan Perancangan Sistem Informasi,CLO-03,[PLO01-CLO03] Mampu mengidentifikasi kebutuhan sistem informasi dalam konteks enterprise atau masyarakat,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Analisis dan Perancangan Sistem Informasi,CLO-04,"[PLO08-CLO04] Mampu menggunakan teknik, keahlian, dan perangkat dalam pengembangan aplikasi dan integrasinya dalam konteks kasus nyata",Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Analitika Data dan Diagnostik,CLO01a,Memahami posisi Data Science serta jenjang data analytics,ITS_SI_BRIN.xlsx
Analitika Data dan Diagnostik,CLO01b,Menghasilkan informasi dengan meringkas dan memvisualisasikan data,ITS_SI_BRIN.xlsx
Analitika Data dan Diagnostik,CLO01c,Mengimplementasikan konsep Statistika dan Visualisasi untuk deskripsi data,ITS_SI_BRIN.xlsx
Analitika Data dan Diagnostik,CLO01d,"Mengimplementasikan konsep AI, DM, ML untuk Diagnostic Analytics",ITS_SI_BRIN.xlsx
Arsitektur Enterprise,CLO 1-SubCLO01,Mampu menganalisis kebutuhan arsitektur enterprise pada suatu organisasi,TeluSurabaya.xlsx
Arsitektur Enterprise,CLO 2-SubCLO02,Mampu menggunakan teknik dan kakas dalam menyusun arsitektur enterprise.,TeluSurabaya.xlsx
Arsitektur Enterprise,CLO 3-SubCLO03,Mampu merancang arsitektur enteprise berdasarkan framework dan bahasa pemodelan yang terstandardisasi pada suatu studi kasus.,TeluSurabaya.xlsx
Arsitektur Enterprise,CLO 3-SubCLO03,Mampu merancang arsitektur enteprise berdasarkan framework dan bahasa pemodelan yang terstandardisasi pada suatu studi kasus,TeluSurabaya.xlsx
Arsitektur Enterprise,CLO 3-SubCLO04,Mampu merancang arsitektur enterprise usulan yang sesuai dengan hasil identifikasi kebutuhan dan memiliki justifikasi yang tepat,TeluSurabaya.xlsx
Arsitektur Enterprise,CLO-05,Mampu memodelkan kebutuhan infokom dalam konteks enterprise atau masyarakat,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Arsitektur Enterprise,CLO-05,"Mampu menggunakan teknik, metode, perangkat lunak terkini untuk menghasilkan solusi di bidang pengelolaan fungsi dan bisnis organisasi dalam konteks kasus nyata",Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Arsitektur Enterprise,CLO-06,Mampu mengusulkan perbaikan arsitektur atau pengelolaan sistem informasi untuk mendukung tujuan organisasi.,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Arsitektur dan Pengembangan Backend,CLO 1-1,"Mahasiswa mampu menjelaskan dasar-dasar tentang jenis-jenis arsitektur backend dan juga konsep web service, REST serta microservice. Mahasiswa mampu menjelaskan tentang berbagai jenis format response untuk web service seperti JSON, XML, dsb.",TeluSurabaya.xlsx
Arsitektur dan Pengembangan Backend,CLO 1-2,Mampu mengembangkan sistem web service untuk kasus komprehensif,TeluSurabaya.xlsx
Arsitektur dan Pengembangan Backend,CLO 2-2,Mahasiswa mampu menjelaskan tentang konsep microservice,TeluSurabaya.xlsx
Arsitektur dan Pengembangan Backend,CLO 2-3,Mampu menggunakan kakas atau perangkat lunak terkini untuk mengembangkan microservice sederhana yang terhubung ke database,TeluSurabaya.xlsx
Arsitektur dan Pengembangan Backend,CLO 2-5,Mampu mengembangkan deployment web service. Mampu melakukan evaluasi dan studi kasus terhadap beberapa sistem backed yang sudah pernah dikembangkan,TeluSurabaya.xlsx
Arsitektur dan Pengembangan Backend,CLO 3-1,Mampu menggunakan kakas atau perangkat lunak terkini untuk digunakan sebagai bahasa dasar pemrograman dalam mengembangkan web service,TeluSurabaya.xlsx
Arsitektur dan Pengembangan Backend,CLO 3-3,Mampu menggunakan kakas atau perangkat lunak terkini untuk mengembangkan web service yang memiliki kemampuan untuk membaca data (READ) dari database dan mengembalikan response dengan format tertentu,TeluSurabaya.xlsx
Arsitektur dan Pengembangan Backend,CLO 3-4,Mampu menggunakan kakas atau perangkat lunak terkini untuk autentifikasi dan fitur token pada web service,TeluSurabaya.xlsx
Arsitektur dan Pengembangan Backend,CLO 3-5,Introduction to Tugas Besar,TeluSurabaya.xlsx
Bahasa Indonesia,CLO 1,"CLO 1: Mahasiswa mampu menggunakan kata baku, istilah, dan ejaan dengan benar serta mampu menyusun definisi, kalimat, dan paragraf dengan benar pada tulisan ragam ilmiah.",TeluSurabaya.xlsx
Bahasa Indonesia,CLO 2,CLO 2: Mahasiswa mampu merumuskan topik hingga menyusun kerangka dan draf serta mampu menerapkan konvensi naskah karya tulis ilmiah.,TeluSurabaya.xlsx
Bahasa Indonesia,CLO 3,CLO 3: Mahasiswa mampu menyusun dan merevisi karya ilmiah serta mampu mempresentasikannya dengan bahasa yang baik dan benar.,TeluSurabaya.xlsx
Bahasa Inggris,CLO 1,"[PLO5] CLO-1 mampu menggunakan kalimat sederhana dan majemuk dalam present tense, present continuous, dan present perfect tense untuk menyajikan fakta-fakta menarik tentang keahlian yang mereka miliki dalam satu paragraf dengan tingkat kefasihan menulis ""intermediate-mid""",TeluSurabaya.xlsx
Bahasa Inggris,CLO 2,"[PLO5] CLO-2 mampu menyatakan sudut pandang dengan bukti yang mendukung dan menarik terkait kreasi ciptaan teknologi mereka dalam 3-5 paragraf menggunakan present tense, present continous tense, present perfect tense dan past tense dengan tingkat kefasihan menulis intermediet-mid",TeluSurabaya.xlsx
Bahasa Inggris,CLO 3,"[PLO5] CLO-3 mampu mengungkapkan secara lisan kalimat sederhana, majemuk, dan kompleks dalam present tense, present continous tense, dan present perfect tense untuk menjelaskan fakta-fakta menarik tentang peran sistem informasi dalam kehidupan saat ini dalam bentuk presentasi.",TeluSurabaya.xlsx
Bahasa Inggris,CLO 4,"[PLO5] CLO-4 mampu mengungkapkan secara lisan kalimat sederhana, majemuk, dan kompleks dalam present tense, past tense, present perfect dan past present perfect tense untuk menjelaskan fakta-fakta menarik tentang keahlian serta pengalaman yang mereka miliki dalam menjawab pertanyaan interview dengan baik.",TeluSurabaya.xlsx
Capstone Design & Project,CLO 1-CLO1.1,CLO1.1 Mampu mengumpulkan data dan informasi yang relevan untuk mengidentifikasi permasalahan.,TeluSurabaya.xlsx
Capstone Design & Project,CLO 1-CLO1.2,CLO1.2 Mampu menganalisis dan memformulasikan permasalahan utama yang dihadapi.,TeluSurabaya.xlsx
Capstone Design & Project,CLO 2-CLO 2.1,CLO 2.1 Mampu mengidentifikasi alternatif solusi berdasarkan analisis permasalahan.,TeluSurabaya.xlsx
Capstone Design & Project,CLO 2-CLO 2.2,CLO 2.2 Mampu menyusun proposal proyek yang komprehensif dan terstruktur.,TeluSurabaya.xlsx
Capstone Design & Project,CLO 2-CLO 2.3,CLO 2.3 Mampu merancang solusi sistem berdasarkan body of knowledge keilmuan dan standar keteknikan.,TeluSurabaya.xlsx
Capstone Design & Project,CLO 2-CLO 2.4,CLO 2.4 Mampu mengimplementasikan rancangan sistem sesuai dengan perencanaan yang telah disusun.,TeluSurabaya.xlsx
Capstone Design & Project,CLO 3-CLO 3.1,CLO 3.1 Mampu memverifikasi dan memvalidasi hasil rancangan sistem sesuai standar yang berlaku.,TeluSurabaya.xlsx
Capstone Design & Project,CLO 4-CLO 4.1,CLO 4.1 Mampu memanfaatkan teknologi informasi dalam menyelesaikan permasalahan yang dihadapi.,TeluSurabaya.xlsx
Capstone Design & Project,CLO 5-CLO 5.1,CLO 5.1 Mampu bekerja sama secara efektif dalam tim multidisiplin.,TeluSurabaya.xlsx
Capstone Design & Project,CLO 6-CLO 6.1,CLO 6.1 Mampu melakukan komunikasi hasil rancangan secara efektif baik secara lisan maupun tertulis.,TeluSurabaya.xlsx
Capstone Design & Project,CLO 6-CLO 6.2,CLO 6.2 Mampu berkomunikasi secara efektif dalam mempresentasikan hasil proyek kepada khalayak yang lebih luas.,TeluSurabaya.xlsx
Capstone Design & Project,CLO 7,"CLO7 - Mampu merencanakan, menyelesaikan dan mengevaluasi tugas didalam batasan-batasan yang ada",TeluSurabaya.xlsx
Capstone Design & Project,CLO 8,CLO8 - Mampu mengenali kebutuhan teori / informasi / model / kerangka standar / metode / perangkat untuk menyelesaikan permasalahan kompleks pada sistem nyata secara mandiri???,TeluSurabaya.xlsx
Data Lakehouse,CLO01a,Merancang dan Membangun Data Warehouse,ITS_SI_BRIN.xlsx
Data Lakehouse,CLO01b,Merancang dan Membangun Data Lake,ITS_SI_BRIN.xlsx
Data Lakehouse,CLO01c,Merancang dan Membangun Data Lakehouse,ITS_SI_BRIN.xlsx
Data Warehouse & Business Intelligence,CLO 1,PLO1-CLO05. Mampu memodelkan kebutuhan infokom dalam konteks enterprise atau masyarakat,TeluSurabaya.xlsx
Data Warehouse & Business Intelligence,CLO 2,PLO2-CLO01. Mampu membuat perancangan sistem informasi untuk memenuhi kebutuhan organisasi menuju data-driven organization,TeluSurabaya.xlsx
Data Warehouse & Business Intelligence,CLO 3,PLO2-CLO02. Mampu mengembangkan solusi berbasis sistem informasi menggunakan metodologi pengembangan yang tepat.,TeluSurabaya.xlsx
Data Warehouse & Business Intelligence,CLO 4,PLO8-CLO01. Mampu menggunakan metode dan perangkat lunak terkini untuk menghasilkan solusi di bidang data dalam konteks kasus nyata,TeluSurabaya.xlsx
Data Warehouse dan Business Intelligence,CLO-01,Mampu membuat perancangan sistem informasi untuk memenuhi kebutuhan organisasi menuju data-driven organization,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Data Warehouse dan Business Intelligence,CLO-01,Mampu menggunakan metode dan perangkat lunak terkini untuk menghasilkan solusi di bidang data dalam konteks kasus nyata,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Data Warehouse dan Business Intelligence,CLO-02,Mampu mengembangkan solusi berbasis sistem informasi menggunakan metodologi pengembangan yang tepat.,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Data Warehouse dan Business Intelligence,CLO-05,Mampu memodelkan kebutuhan infokom dalam konteks enterprise atau masyarakat,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Data Warehouse dan Business Intelligence,CLO-08,Mampu memahami konsep dasar bidang infokom yang digunakan dalam lingkup disiplin ilmu sistem informasi,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Desain Pengalaman Pengguna,CLO01a,Memahami Konsep dan Metodologi Studi terhadap pengguna,ITS_SI_BRIN.xlsx
Desain Pengalaman Pengguna,CLO01b,Memahami Konsep dan metodologi perancangan pengalaman pengguna,ITS_SI_BRIN.xlsx
Desain Pengalaman Pengguna,CLO01c,Menerapkan teknik memahami ruang masalah pengguna,ITS_SI_BRIN.xlsx
Desain Pengalaman Pengguna,CLO01d,Menerapkan teknik penggalian ide rancangan,ITS_SI_BRIN.xlsx
Desain Pengalaman Pengguna,CLO01e,Menerapkan teknik perancangan prototipe dan ruang solusi,ITS_SI_BRIN.xlsx
Desain Pengalaman Pengguna,CLO01f,Menerapkan teknik evaluasi terhadap rancangan,ITS_SI_BRIN.xlsx
Desain dan Manajemen Jaringan Komputer,CLO01,Memahami konsep arsitektur & infrastruktur jaringan perusahaan,ITS_SI_BRIN.xlsx
Desain dan Manajemen Jaringan Komputer,CLO02,Memahami dan menyusun desain jaringan komputer,ITS_SI_BRIN.xlsx
Desain dan Manajemen Jaringan Komputer,CLO03,Merancang jaringan komputer sesuai kebutuhan pengguna,ITS_SI_BRIN.xlsx
Design Thinking,CLO 1-1,Mampu menganalisis peluang model bisnis digital,TeluSurabaya.xlsx
Design Thinking,CLO 1-2,Mampu menyusun rencana kebutuhan sumber daya untuk menjalankan bisnis digital,TeluSurabaya.xlsx
Design Thinking,CLO 2-1,Mampu mengembangkan rencana bisnis digital,TeluSurabaya.xlsx
Design Thinking,CLO 3-1,Mampu mengkomunikasikan ide bisnis kepada stakeholder,TeluSurabaya.xlsx
Design Thinking,CLO01a,Menguraikan design thinking untuk menghasilkan ide-ide baru,ITS_SI_BRIN.xlsx
Design Thinking,CLO01b,Menggali praktek design thinking di startup untuk menghasilkan produk baru,ITS_SI_BRIN.xlsx
Design Thinking,CLO01c,Mengemukakan design thinking yang dipraktekkan startup dalam membuat produk,ITS_SI_BRIN.xlsx
Design Thinking,CLO01d,Mencoba proses design thinking untuk memecahkan masalah di sekitar,ITS_SI_BRIN.xlsx
Etika Profesi,CLO 1-SubCLO1,Memahami etika yang harus dipenuhi dalam bidang Teknologi Informasi dan prinsip etika,TeluSurabaya.xlsx
Etika Profesi,CLO 1-SubCLO2,Memahami etika sebagai profesional dalam bidang Teknologi Informasi,TeluSurabaya.xlsx
Etika Profesi,CLO 2-SubCLO3,Memahami kode etik terkait dengan penggunaan teknologi informasi dan data,TeluSurabaya.xlsx
Etika Profesi,CLO 2-SubCLO4,Mampu menganalisis dampak teknologi digital di masyarakat,TeluSurabaya.xlsx
Etika Profesi,CLO 2-SubCLO5,Mampu memahami dan menjelaskan etika dalam penggunaan teknologi informasi di konteks organisasi dan masyarakat,TeluSurabaya.xlsx
Etika Teknologi Informasi,CLO01a,Memahami kode etik profesional dan pengguna TI,ITS_SI_BRIN.xlsx
Etika Teknologi Informasi,CLO01b,Memahami permasalahan hukum akibat penggunaan TI,ITS_SI_BRIN.xlsx
Etika Teknologi Informasi,CLO01c,"Menganalisa fenomena penggunaan TI dari aspek etika, moral dan hukum",ITS_SI_BRIN.xlsx
Forensika Digital,CLO01a,Memahami potensi ancaman data dan solusi pengamanannya,ITS_SI_BRIN.xlsx
Forensika Digital,CLO01b,Membangun keamanan data dan infrastruktur sistem,ITS_SI_BRIN.xlsx
Forensika Digital,CLO01c,Melaporkan proses pengembangan keamanan sistem,ITS_SI_BRIN.xlsx
Forensika Digital,CLO01d,Menerapkan identifikasi dan preservasi bukti elektronik,ITS_SI_BRIN.xlsx
Grafik Pengetahuan,CLO01a,Memahami konsep knowledge graph,ITS_SI_BRIN.xlsx
Grafik Pengetahuan,CLO01b,Mendemonstrasikan pemodelan data dalam bentuk graph,ITS_SI_BRIN.xlsx
Grafik Pengetahuan,CLO01c,Memahami algoritma graph dalam menganalisa data,ITS_SI_BRIN.xlsx
Grafik Pengetahuan,CLO01d,Mendemonstrasikan penggunaan algoritma graph,ITS_SI_BRIN.xlsx
Implementasi Arsitektur Enterprise,CLO 1,[PLO01-CLO04] Mampu menganalisis permasalahan dalam bidang infokom dalam konteks enterprise atau masyarakat,TeluSurabaya.xlsx
Implementasi Arsitektur Enterprise,CLO 2,"[PLO08-CLO05] Mampu menggunakan teknik, metode, perangkat lunak terkini untuk menghasilkan solusi di bidang pengelolaan fungsi dan bisnis organisasi dalam konteks kasus nyata",TeluSurabaya.xlsx
Implementasi Arsitektur Enterprise,CLO 3,[PLO09-CLO03] Mampu menyusun perencanaan dalam konteks sistem informasi menggunakan ilmu dan praktek yang relevan,TeluSurabaya.xlsx
Infrastruktur TI,CLO01a,Memahami Dasar Sistem Komputer,ITS_SI_BRIN.xlsx
Infrastruktur TI,CLO01b,Memahami Perangkat Keras Komputer,ITS_SI_BRIN.xlsx
Infrastruktur TI,CLO01c,Memahami Perangkat Lunak Dasar,ITS_SI_BRIN.xlsx
Infrastruktur TI,CLO01d,Memahami Dasar Jaringan Komputer,ITS_SI_BRIN.xlsx
Infrastruktur TI,CLO01e,Menerapkan Infrastruktur TI untuk Bisnis Organisasi,ITS_SI_BRIN.xlsx
Integrasi Aplikasi Enterprise,CLO 1-01,Mampu mengidentifikasi kebutuhan integrasi aplikasi enterprise,TeluSurabaya.xlsx
Integrasi Aplikasi Enterprise,CLO 2-02,Mampu mengimplementasikan teknologi integrasi yang paling sesuai dengan kebutuhan sistem informasi enterprise.,TeluSurabaya.xlsx
Integrasi Aplikasi Enterprise,CLO 2-03,Mampu menggunakan kakas atau teknologi terbaru yang berkaitan dengan integrasi aplikasi enterprise untuk menghasilkan solusi efektif.,TeluSurabaya.xlsx
Integrasi Aplikasi Enterprise,CLO-03,[PLO01] CLO03 - Mampu mengidentifikasi kebutuhan sistem informasi dalam konteks enterprise atau masyarakat,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Integrasi Aplikasi Enterprise,CLO-03,[PLO08] CLO03 - Mampu menggunakan metode atau perangkat lunak tertentu dalam keilmuan sistem informasi dalam konteks penelitian atau proyek nyata,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Internalisasi Budaya dan Pembentukan Karakter,CLO 1,Memahami nilai-nilai inti karakter mahasiswa yang berlandaskan budaya Telkom University,TeluSurabaya.xlsx
Internalisasi Budaya dan Pembentukan Karakter,CLO 2,Memahami ketahanan diri mahasiswa dalam penerapan karakter HEI,TeluSurabaya.xlsx
Internalisasi Budaya dan Pembentukan Karakter,CLO 3,"Mengaplikasikan karakter HEI di lingkungan kampus, melalui penguatan kampus hijau",TeluSurabaya.xlsx
Jaringan Komputer,CLO 1-SubCLO01,"Memahami dasar Komunikasi Jaringan Komputer serta Ketersediaan ,Keterpercayaan dan Keamanan Jaringan Komputer",TeluSurabaya.xlsx
Jaringan Komputer,CLO 2-SubCLO02,Mampu menerapkan pengalamatan dan konfigurasi perangkat jaringan komputer,TeluSurabaya.xlsx
Jaringan Komputer,CLO 3-SubCLO03,Mampu merancang jaringan komputer dalam sebuah institusi,TeluSurabaya.xlsx
Jaringan Komputer,CLO-02,Mampu menggunakan teknik atau perangkat dalam bidang infrastruktur teknologi informasi untuk organisasi,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Jaringan Komputer,CLO-08,Mampu memahami konsep dasar bidang infokom yang digunakan dalam lingkup disiplin ilmu sistem informasi,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Jaringan Komputer,CLO-09,Mampu menerapkan perspektif disiplin lain dalam analisis permasalahan infokom,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Keamanan Sistem Informasi,CLO 1,"Mampu menggunakan teknik, metode, perangkat lunak, atau kakasterkini untuk menghasilkan solusi di bidang sistem informasi dalam konteks praktikum.",TeluSurabaya.xlsx
Keamanan Sistem Informasi,CLO 2,"Mampu menggunakan teknik, metode, perangkat lunak, atau kakasterkini untuk menghasilkan solusi di bidang sistem informasi dalam konteks kasus nyata.",TeluSurabaya.xlsx
Keamanan Sistem Informasi,CLO-01,Mampu menggunakan metode dan perangkat lunak terkini untuk menghasilkan solusi di bidang data dalam konteks kasus nyata,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Keamanan Sistem Informasi,CLO-02,Mampu menggunakan teknik atau perangkat dalam bidang infrastruktur teknologi informasi untuk organisasi,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Keamanan Sistem Informasi,CLO-03,Mampu mengidentifikasi kebutuhan sistem informasi dalam konteks enterprise atau masyarakat,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Keamanan Sistem Informasi,CLO-08,Mampu memahami konsep dasar bidang infokom yang digunakan dalam lingkup disiplin ilmu sistem informasi,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 1,Mahasiswa mampu memahami konsep sistem berbasis kecerdasan,TeluSurabaya.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 1,"Mahasiswa mampu memahami Gambaran umum masalah AI, Contoh-contoh aplikasi AI terbaru yang sukses",TeluSurabaya.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 2,Mahasiswa mampu memahami berbagai algoritma pembelajaran mesin dan aplikasinya dalam sistem informasi. (linear dan klasifikasi),TeluSurabaya.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 2,Mahasiswa mampu memahami berbagai algoritma pembelajaran mesin dan aplikasinya dalam sistem informasi. (Clustering),TeluSurabaya.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 3,Mahasiswa mampu menerapkan konsep AI dalam pengambilan keputusan,TeluSurabaya.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 3,Mahasiswa mampu memahami konsep AI untuk analisis dan prediksi data,TeluSurabaya.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 3,Mahasiswa mampu memahami konsep jaringan syaraf tiruan dan arsitekturnya,TeluSurabaya.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 3,Mahasiswa mampu menjelaskan reinforcement learning dan optimal control.,TeluSurabaya.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 3,Mahasiswa mampu menjelaskan library di neural networks dan reinforcement learning.,TeluSurabaya.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 4,Mahasiswa mampu menjelaskan dasardasar jaringan syaraf tiruan.,TeluSurabaya.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 4,Mahasiswa mampu menerapkan reinforcement learning.,TeluSurabaya.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 5,Mampu membuat aplikasi sederhana berbasis AI,TeluSurabaya.xlsx
Kecerdasan Artifisial dan Penerapannya,CLO 5,Mahasiswa mampu membangun software project dan deployment berbasis AI.,TeluSurabaya.xlsx
Kepemimpinan dan Komunikasi Interpersonal,CLO 1,Mampu beradaptasi dengan lingkungan baru,TeluSurabaya.xlsx
Kepemimpinan dan Komunikasi Interpersonal,CLO 2,Mampu bekerja sama dalam tim baik sebagai pemimpin maupun yang dipimpin,TeluSurabaya.xlsx
Kepemimpinan dan Komunikasi Interpersonal,CLO 3,Mahasiswa mampu menyusun dan mengkomunikasikan ide dan pemikiran dalam berbagai bentuk media informasi,TeluSurabaya.xlsx
Kepemimpinan dan Komunikasi Interpersonal,CLO 4,Mahasiswa mampu menyajikan beberapa alternatif solusi rancangan dan membuat keputusan berdasarkan hasil dari berpikir kreatif,TeluSurabaya.xlsx
Kerja Praktek dan Pengabdian Masyarakat,CLO 1-1,Mahasiswa mampu menunjukkan etos kerja yang baik dan bersikap profesional dalam melaksanakan tugas-tugas atau pekerjaan selama KP,TeluSurabaya.xlsx
Kerja Praktek dan Pengabdian Masyarakat,CLO 2-1,"Mahasiswa mampu merencanakan penyelesaian tugas atau pekerjaan, bekerja efektif, mandiri dan bekerja sama di dalam tim organisasi perusahaan selama KP",TeluSurabaya.xlsx
