job_id,job_label,final_score,feature,shap_value,shap_abs
li_4431178572,Data Systems Specialist @ Qnity,0.731,Manajemen Proyek Sistem Informasi,0.0,0.0
li_4431178572,Data Systems Specialist @ Qnity,0.731,Penambangan Data,0.0,0.0
li_4431178572,Data Systems Specialist @ Qnity,0.731,Rekayasa Proses Bisnis,0.0,0.0
li_4431178572,Data Systems Specialist @ Qnity,0.731,Arsitektur Enterprise,0.0,0.0
li_4431178572,Data Systems Specialist @ Qnity,0.731,Data Warehouse dan Business Intelligence,0.0,0.0
li_4431178572,Data Systems Specialist @ Qnity,0.731,Proyek Perangkat Lunak,0.0,0.0
li_4431178572,Data Systems Specialist @ Qnity,0.731,Sistem Informasi Akuntansi,0.0,0.0
li_4431178572,Data Systems Specialist @ Qnity,0.731,Tata Kelola dan Manajemen Teknologi Informasi,0.0,0.0
li_4431178572,Data Systems Specialist @ Qnity,0.731,Pengembangan Sistem Cerdas,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Pemodelan Proses Bisnis,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Algoritma dan Pemrograman,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Pengantar Sistem Informasi,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Sistem Enterprise,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Jaringan Komputer,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Pemrograman Berorientasi Objek,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Sistem Basis Data,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Analisis dan Perancangan Sistem Informasi,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Pengembangan Aplikasi Website,0.69342,0.69342
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Perancangan Interaksi,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Sistem Operasi,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Integrasi Aplikasi Enterprise,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Keamanan Sistem Informasi,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Manajemen Proyek Sistem Informasi,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Penambangan Data,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Rekayasa Proses Bisnis,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Arsitektur Enterprise,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Data Warehouse dan Business Intelligence,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Proyek Perangkat Lunak,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Sistem Informasi Akuntansi,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Tata Kelola dan Manajemen Teknologi Informasi,0.0,0.0
li_4413040880,"Web Developer, Lion Holdings @ Valuetainment",0.693,Pengembangan Sistem Cerdas,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Pemodelan Proses Bisnis,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Algoritma dan Pemrograman,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Pengantar Sistem Informasi,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Sistem Enterprise,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Jaringan Komputer,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Pemrograman Berorientasi Objek,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Sistem Basis Data,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Analisis dan Perancangan Sistem Informasi,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Pengembangan Aplikasi Website,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Perancangan Interaksi,0.60197,0.60197
li_4431711270,UX Designer @ MDAEdge,0.602,Sistem Operasi,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Integrasi Aplikasi Enterprise,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Keamanan Sistem Informasi,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Manajemen Proyek Sistem Informasi,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Penambangan Data,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Rekayasa Proses Bisnis,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Arsitektur Enterprise,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Data Warehouse dan Business Intelligence,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Proyek Perangkat Lunak,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Sistem Informasi Akuntansi,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Tata Kelola dan Manajemen Teknologi Informasi,0.0,0.0
li_4431711270,UX Designer @ MDAEdge,0.602,Pengembangan Sistem Cerdas,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Pemodelan Proses Bisnis,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Algoritma dan Pemrograman,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Pengantar Sistem Informasi,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Sistem Enterprise,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Jaringan Komputer,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Pemrograman Berorientasi Objek,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Sistem Basis Data,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Analisis dan Perancangan Sistem Informasi,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Pengembangan Aplikasi Website,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Perancangan Interaksi,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Sistem Operasi,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Integrasi Aplikasi Enterprise,0.45024,0.45024
li_4411864449,ES Application Developer II @ University of Houston,0.45,Keamanan Sistem Informasi,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Manajemen Proyek Sistem Informasi,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Penambangan Data,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Rekayasa Proses Bisnis,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Arsitektur Enterprise,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Data Warehouse dan Business Intelligence,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Proyek Perangkat Lunak,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Sistem Informasi Akuntansi,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Tata Kelola dan Manajemen Teknologi Informasi,0.0,0.0
li_4411864449,ES Application Developer II @ University of Houston,0.45,Pengembangan Sistem Cerdas,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Pemodelan Proses Bisnis,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Algoritma dan Pemrograman,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Pengantar Sistem Informasi,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Sistem Enterprise,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Jaringan Komputer,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Pemrograman Berorientasi Objek,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Sistem Basis Data,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Analisis dan Perancangan Sistem Informasi,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Pengembangan Aplikasi Website,0.4089,0.4089
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Perancangan Interaksi,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Sistem Operasi,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Integrasi Aplikasi Enterprise,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Keamanan Sistem Informasi,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Manajemen Proyek Sistem Informasi,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Penambangan Data,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Rekayasa Proses Bisnis,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Arsitektur Enterprise,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Data Warehouse dan Business Intelligence,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Proyek Perangkat Lunak,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Sistem Informasi Akuntansi,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Tata Kelola dan Manajemen Teknologi Informasi,0.0,0.0
li_4395972720,"Software Engineer, Cross Platform @ ByteDance",0.409,Pengembangan Sistem Cerdas,0.0,0.0
