course_name,sub_clo_code,rank,job_id,job_title,job_company,job_source,cross_encoder_score
Proyek Perangkat Lunak,CLO 2-3,3,gd_1010085437885,Student Researcher (Vision Foundation Model - Seed) - 2027 Start (BS/MS),"Beijing Bytedance Technology Co., Ltd",glassdoor,-3.3886
Proyek Perangkat Lunak,CLO 2-3,4,li_4402246807,Product Designer,Kake,linkedin,-3.5243
Proyek Perangkat Lunak,CLO 2-3,5,li_4406775250,Product Designer,adaption,linkedin,-3.7733
Proyek Perangkat Lunak,CLO 2-7,1,li_4405260780,Machine Learning (ML) Engineer,Vectara,linkedin,-5.3646
Proyek Perangkat Lunak,CLO 2-7,2,li_3907138810,Full-stack Engineer,Speak,linkedin,-6.4561
Proyek Perangkat Lunak,CLO 2-7,3,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-6.528
Proyek Perangkat Lunak,CLO 2-7,4,li_4410227455,Platform Engineer,Sea12,linkedin,-6.5981
Proyek Perangkat Lunak,CLO 2-7,5,li_4424958127,Product Designer,Plot,linkedin,-6.8606
Proyek Perangkat Lunak,CLO 2-9,1,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-5.095
Proyek Perangkat Lunak,CLO 2-9,2,li_4428474361,Product Designer,Quantifind,linkedin,-5.7151
Proyek Perangkat Lunak,CLO 2-9,3,li_4424958127,Product Designer,Plot,linkedin,-6.0063
Proyek Perangkat Lunak,CLO 2-9,4,li_4394270475,Product Designer,Remi,linkedin,-6.1659
Proyek Perangkat Lunak,CLO 2-9,5,li_4398237359,Product Engineer,Namespace,linkedin,-6.3198
Proyek Perangkat Lunak,CLO 3-1,1,li_4426669408,Software Developer,Zekiah Technologies,linkedin,-3.0681
Proyek Perangkat Lunak,CLO 3-1,2,li_4428785976,"Software Engineer, Backend",Imprint,linkedin,-4.1438
Proyek Perangkat Lunak,CLO 3-1,3,li_4402246807,Product Designer,Kake,linkedin,-4.8581
Proyek Perangkat Lunak,CLO 3-1,4,li_4406796300,Software Engineer,Anicca Data Science Solutions,linkedin,-5.1267
Proyek Perangkat Lunak,CLO 3-1,5,li_3815119724,Software,Bay Mortgage Services,linkedin,-5.1856
Proyek Perangkat Lunak,CLO 3-2,1,li_4405260780,Machine Learning (ML) Engineer,Vectara,linkedin,-5.3646
Proyek Perangkat Lunak,CLO 3-2,2,li_3907138810,Full-stack Engineer,Speak,linkedin,-6.4561
Proyek Perangkat Lunak,CLO 3-2,3,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-6.528
Proyek Perangkat Lunak,CLO 3-2,4,li_4410227455,Platform Engineer,Sea12,linkedin,-6.5981
Proyek Perangkat Lunak,CLO 3-2,5,li_4424958127,Product Designer,Plot,linkedin,-6.8606
Proyek Perangkat Lunak,CLO 3-3,1,gd_1010070797503,AI Resident - Learning From Videos (LFV),Toyota Research Institute,glassdoor,-4.5591
Proyek Perangkat Lunak,CLO 3-3,2,li_4403643287,Software Engineer - Early Career,Varsity Brands,linkedin,-4.5745
Proyek Perangkat Lunak,CLO 3-3,3,li_4419011686,Software Engineer II (Frontend),"Scribd, Inc.",linkedin,-4.709
Proyek Perangkat Lunak,CLO 3-3,4,li_4418898971,Software Engineer II (Frontend),"Scribd, Inc.",linkedin,-4.709
Proyek Perangkat Lunak,CLO 3-3,5,li_4419003903,Software Engineer II (Frontend),"Scribd, Inc.",linkedin,-4.709
Proyek Perangkat Lunak,CLO 3-5,1,li_4419003903,Software Engineer II (Frontend),"Scribd, Inc.",linkedin,-4.9015
Proyek Perangkat Lunak,CLO 3-5,2,li_4419011686,Software Engineer II (Frontend),"Scribd, Inc.",linkedin,-4.9015
Proyek Perangkat Lunak,CLO 3-5,3,li_4418898971,Software Engineer II (Frontend),"Scribd, Inc.",linkedin,-4.9015
Proyek Perangkat Lunak,CLO 3-5,4,gd_1010188559101,Admission Specialist PRN,Innovative Network of Knowledge (INK),glassdoor,-5.4253
Proyek Perangkat Lunak,CLO 3-5,5,li_3907138810,Full-stack Engineer,Speak,linkedin,-5.6606
Proyek Perangkat Lunak,CLO 4-2,1,gd_1010070797503,AI Resident - Learning From Videos (LFV),Toyota Research Institute,glassdoor,-3.8658
Proyek Perangkat Lunak,CLO 4-2,2,gd_1010162931103,Graduate Student Assistant - Substance and Addiction Prevention - Remote,"University Enterprises, Inc.",glassdoor,-5.016
Proyek Perangkat Lunak,CLO 4-2,3,gd_1007506508998,Science Policy Postdocs,European Business Reliance Centre,glassdoor,-5.6659
Proyek Perangkat Lunak,CLO 4-2,4,li_4424958127,Product Designer,Plot,linkedin,-5.8721
Proyek Perangkat Lunak,CLO 4-2,5,gd_1010147189647,AI Math Content Creator,Texas Sports Academy,glassdoor,-6.0993
Proyek Perangkat Lunak,CLO 4-4,1,gd_1010070797503,AI Resident - Learning From Videos (LFV),Toyota Research Institute,glassdoor,-4.0167
Proyek Perangkat Lunak,CLO 4-4,2,gd_1010162931103,Graduate Student Assistant - Substance and Addiction Prevention - Remote,"University Enterprises, Inc.",glassdoor,-5.0273
Proyek Perangkat Lunak,CLO 4-4,3,li_4403509120,Software Engineer,KIHOMAC,linkedin,-5.0462
Proyek Perangkat Lunak,CLO 4-4,4,gd_1007506508998,Science Policy Postdocs,European Business Reliance Centre,glassdoor,-5.5965
Proyek Perangkat Lunak,CLO 4-4,5,li_4424958127,Product Designer,Plot,linkedin,-5.9758
Proyek Perangkat Lunak,CLO-1,1,li_4424958127,Product Designer,Plot,linkedin,-3.5918
Proyek Perangkat Lunak,CLO-1,2,li_3815119724,Software,Bay Mortgage Services,linkedin,-4.4444
Proyek Perangkat Lunak,CLO-1,3,li_4380008807,Software Engineer II (Maritime),Torch.AI,linkedin,-5.2074
Proyek Perangkat Lunak,CLO-1,4,li_4324030480,"Software Engineer, Full Stack",Clay,linkedin,-5.7134
Proyek Perangkat Lunak,CLO-1,5,li_4323760824,"Software Engineer, Backend",Clay,linkedin,-5.7362
Proyek Perangkat Lunak,CLO-1,1,li_4424958127,Product Designer,Plot,linkedin,-0.9548
Proyek Perangkat Lunak,CLO-1,2,gd_1010181109261,Informaticist 2,CenterWell Senior Primary Care,glassdoor,-0.9671
Proyek Perangkat Lunak,CLO-1,3,li_4419895399,Software Engineer,Kratos Defense and Security Solutions,linkedin,-2.7567
Proyek Perangkat Lunak,CLO-1,4,li_4432644521,AI/ML Engineer,Centraprise,linkedin,-2.8368
Proyek Perangkat Lunak,CLO-1,5,li_3815119724,Software,Bay Mortgage Services,linkedin,-3.2606
Proyek Perangkat Lunak,CLO-1,1,li_4424958127,Product Designer,Plot,linkedin,-3.0227
Proyek Perangkat Lunak,CLO-1,2,li_3815119724,Software,Bay Mortgage Services,linkedin,-3.9049
Proyek Perangkat Lunak,CLO-1,3,li_4380008807,Software Engineer II (Maritime),Torch.AI,linkedin,-5.1975
Proyek Perangkat Lunak,CLO-1,4,li_4338267967,"Software Engineer, Backend",Clay,linkedin,-5.3215
Proyek Perangkat Lunak,CLO-1,5,li_4339359236,"Software Engineer, Backend",Clay,linkedin,-5.3215
Proyek Perangkat Lunak,CLO-2,1,li_3815119724,Software,Bay Mortgage Services,linkedin,-1.3677
Proyek Perangkat Lunak,CLO-2,2,li_4430289828,Software Engineer II,Arcfield,linkedin,-3.8001
Proyek Perangkat Lunak,CLO-2,3,li_4380008807,Software Engineer II (Maritime),Torch.AI,linkedin,-5.8106
Proyek Perangkat Lunak,CLO-2,4,li_4427112925,Data Analyst,Beyond Feedback,linkedin,-6.1451
Proyek Perangkat Lunak,CLO-2,5,li_4416261558,Software Engineer (Backend),Lorum,linkedin,-6.1771
Proyek Perangkat Lunak,CLO-3,1,gd_1010178865002,"Research Assistant I - Audibility, Perception and Cognition Laboratory",Boys Town National Research Hospital,glassdoor,-1.9871
Proyek Perangkat Lunak,CLO-3,2,gd_1010186624181,Shift Lead,Kooth PLC,glassdoor,-4.5445
Proyek Perangkat Lunak,CLO-3,3,li_4419558780,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-5.0358
Proyek Perangkat Lunak,CLO-3,4,li_4419576589,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-5.0358
Proyek Perangkat Lunak,CLO-3,5,li_4419575653,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-5.0358
Proyek Perangkat Lunak,CLO-3,1,gd_1010178865002,"Research Assistant I - Audibility, Perception and Cognition Laboratory",Boys Town National Research Hospital,glassdoor,-1.4605
Proyek Perangkat Lunak,CLO-3,2,gd_1010139624650,Research Assistant 1- Word Learning Lab,Boys Town National Research Hospital,glassdoor,-1.5172
Proyek Perangkat Lunak,CLO-3,3,li_4435010314,"Professional, Data Quality",Cotality,linkedin,-2.1479
Proyek Perangkat Lunak,CLO-3,4,li_4435019087,"Professional, Data Quality",Cotality,linkedin,-2.1479
Proyek Perangkat Lunak,CLO-3,5,gd_1009854923655,"Freelance Medical Reviewer, MyHealthTeam","MyHealthTeam, Inc",glassdoor,-2.6742
Proyek Perangkat Lunak,CLO-4,1,gd_1010155380514,English Language Specialist – AI Trainer,Ameridial,glassdoor,-2.3725
Proyek Perangkat Lunak,CLO-4,2,li_4428057087,Software Engineer | API,DeepL,linkedin,-2.6007
Proyek Perangkat Lunak,CLO-4,3,li_4424958127,Product Designer,Plot,linkedin,-3.8457
Proyek Perangkat Lunak,CLO-4,4,gd_1010109391172,AI Tutor - Tagalog,x.ai,glassdoor,-3.9353
Proyek Perangkat Lunak,CLO-4,5,li_3907138810,Full-stack Engineer,Speak,linkedin,-3.9646
Proyek Perangkat Lunak,CLO-5,1,li_3815119724,Software,Bay Mortgage Services,linkedin,-3.5795
Proyek Perangkat Lunak,CLO-5,2,li_4380008807,Software Engineer II (Maritime),Torch.AI,linkedin,-3.8614
Proyek Perangkat Lunak,CLO-5,3,li_4416261558,Software Engineer (Backend),Lorum,linkedin,-4.0393
Proyek Perangkat Lunak,CLO-5,4,gd_1010178865002,"Research Assistant I - Audibility, Perception and Cognition Laboratory",Boys Town National Research Hospital,glassdoor,-4.1425
Proyek Perangkat Lunak,CLO-5,5,li_4432488212,Machine Learning Engineer,Harrison Clarke,linkedin,-4.4754
Rekayasa Proses Bisnis,CLO-1,1,li_4424958127,Product Designer,Plot,linkedin,-3.4265
Rekayasa Proses Bisnis,CLO-1,2,li_4375868798,Data Analyst,Clay,linkedin,-4.18
Rekayasa Proses Bisnis,CLO-1,3,li_3815119724,Software,Bay Mortgage Services,linkedin,-4.3062
Rekayasa Proses Bisnis,CLO-1,4,li_4323760824,"Software Engineer, Backend",Clay,linkedin,-5.5945
Rekayasa Proses Bisnis,CLO-1,5,li_4324030480,"Software Engineer, Full Stack",Clay,linkedin,-5.7163
Rekayasa Proses Bisnis,CLO-1,1,li_4424958127,Product Designer,Plot,linkedin,-0.9548
Rekayasa Proses Bisnis,CLO-1,2,gd_1010181109261,Informaticist 2,CenterWell Senior Primary Care,glassdoor,-0.9671
Rekayasa Proses Bisnis,CLO-1,3,li_4419895399,Software Engineer,Kratos Defense and Security Solutions,linkedin,-2.7567
Rekayasa Proses Bisnis,CLO-1,4,li_4432644521,AI/ML Engineer,Centraprise,linkedin,-2.8368
Rekayasa Proses Bisnis,CLO-1,5,li_3815119724,Software,Bay Mortgage Services,linkedin,-3.2606
Rekayasa Proses Bisnis,CLO-1,1,li_4424958127,Product Designer,Plot,linkedin,-2.7801
Rekayasa Proses Bisnis,CLO-1,2,li_3815119724,Software,Bay Mortgage Services,linkedin,-3.8138
Rekayasa Proses Bisnis,CLO-1,3,li_4375868798,Data Analyst,Clay,linkedin,-3.8314
Rekayasa Proses Bisnis,CLO-1,4,li_4399451605,"Software Engineer, Full Stack",Clay,linkedin,-5.1456
Rekayasa Proses Bisnis,CLO-1,5,li_4337648158,"Software Engineer, Full Stack",Clay,linkedin,-5.1456
Rekayasa Proses Bisnis,CLO-2,1,gd_1010155380514,English Language Specialist – AI Trainer,Ameridial,glassdoor,-2.3725
Rekayasa Proses Bisnis,CLO-2,2,li_4428057087,Software Engineer | API,DeepL,linkedin,-2.6007
Rekayasa Proses Bisnis,CLO-2,3,li_4424958127,Product Designer,Plot,linkedin,-3.8457
Rekayasa Proses Bisnis,CLO-2,4,gd_1010109391172,AI Tutor - Tagalog,x.ai,glassdoor,-3.9353
Rekayasa Proses Bisnis,CLO-2,5,li_3907138810,Full-stack Engineer,Speak,linkedin,-3.9646
Rekayasa Proses Bisnis,CLO-3,1,li_3815119724,Software,Bay Mortgage Services,linkedin,-4.1153
Rekayasa Proses Bisnis,CLO-3,2,li_4399451605,"Software Engineer, Full Stack",Clay,linkedin,-4.7885
Rekayasa Proses Bisnis,CLO-3,3,li_4337648158,"Software Engineer, Full Stack",Clay,linkedin,-4.7885
Rekayasa Proses Bisnis,CLO-3,4,li_4323760824,"Software Engineer, Backend",Clay,linkedin,-4.7981
Rekayasa Proses Bisnis,CLO-3,5,li_4339359236,"Software Engineer, Backend",Clay,linkedin,-4.8344
Rekayasa Proses Bisnis,CLO-4,1,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-5.1121
Rekayasa Proses Bisnis,CLO-4,2,li_4339359236,"Software Engineer, Backend",Clay,linkedin,-5.1472
Rekayasa Proses Bisnis,CLO-4,3,li_4338267967,"Software Engineer, Backend",Clay,linkedin,-5.1472
Rekayasa Proses Bisnis,CLO-4,4,li_4323760824,"Software Engineer, Backend",Clay,linkedin,-5.2026
Rekayasa Proses Bisnis,CLO-4,5,li_4337648158,"Software Engineer, Full Stack",Clay,linkedin,-5.2104
Rekayasa Proses Bisnis,CLO-4,1,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-3.5589
Rekayasa Proses Bisnis,CLO-4,2,li_4405158984,Dаtа Sсіеntіѕt (Remote),Progressive Leasing,linkedin,-3.6153
Rekayasa Proses Bisnis,CLO-4,3,li_3815119724,Software,Bay Mortgage Services,linkedin,-3.6624
Rekayasa Proses Bisnis,CLO-4,4,li_4424958127,Product Designer,Plot,linkedin,-3.9839
Rekayasa Proses Bisnis,CLO-4,5,li_4432811217,Junior Frontend Developer,MagicSet,linkedin,-3.9982
Rekayasa Proses Bisnis,CLO-4,1,li_3815119724,Software,Bay Mortgage Services,linkedin,-4.1767
Rekayasa Proses Bisnis,CLO-4,2,li_4339359236,"Software Engineer, Backend",Clay,linkedin,-4.8924
Rekayasa Proses Bisnis,CLO-4,3,li_4337648158,"Software Engineer, Full Stack",Clay,linkedin,-5.0254
Rekayasa Proses Bisnis,CLO-4,4,li_4399451605,"Software Engineer, Full Stack",Clay,linkedin,-5.0254
Rekayasa Proses Bisnis,CLO-4,5,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-5.0577
Sistem Basis Data,CLO 1-1,1,li_4431330775,Software Developer,Arvin Acme Technologies Inc,linkedin,-1.6537
Sistem Basis Data,CLO 1-1,2,li_4419895399,Software Engineer,Kratos Defense and Security Solutions,linkedin,-1.8517
Sistem Basis Data,CLO 1-1,3,li_4405260780,Machine Learning (ML) Engineer,Vectara,linkedin,-2.292
Sistem Basis Data,CLO 1-1,4,li_3815119724,Software,Bay Mortgage Services,linkedin,-3.1044
Sistem Basis Data,CLO 1-1,5,li_4430289828,Software Engineer II,Arcfield,linkedin,-4.0722
Sistem Basis Data,CLO 1-1,1,li_3815119724,Software,Bay Mortgage Services,linkedin,-1.2379
Sistem Basis Data,CLO 1-1,2,li_4431330775,Software Developer,Arvin Acme Technologies Inc,linkedin,-2.4473
Sistem Basis Data,CLO 1-1,3,li_4406796300,Software Engineer,Anicca Data Science Solutions,linkedin,-4.0465
Sistem Basis Data,CLO 1-1,4,gd_1010181109261,Informaticist 2,CenterWell Senior Primary Care,glassdoor,-4.3407
Sistem Basis Data,CLO 1-1,5,li_4428620717,Systems Engineer,AISIN World Corp. of America,linkedin,-5.1677
Sistem Basis Data,CLO 2-2,1,li_3815119724,Software,Bay Mortgage Services,linkedin,-1.6694
Sistem Basis Data,CLO 2-2,2,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-1.9219
Sistem Basis Data,CLO 2-2,3,li_4406796300,Software Engineer,Anicca Data Science Solutions,linkedin,-2.4582
Sistem Basis Data,CLO 2-2,4,li_4435439591,Data Analyst,DBD International,linkedin,-2.6893
Sistem Basis Data,CLO 2-2,5,li_4424741876,Data Analyst,Yulista Holding LLC,linkedin,-2.9097
Sistem Basis Data,CLO 2-3,1,li_4426669408,Software Developer,Zekiah Technologies,linkedin,1.7255
Sistem Basis Data,CLO 2-3,2,li_4431178572,Data Systems Specialist,Qnity,linkedin,1.045
Sistem Basis Data,CLO 2-3,3,li_3815119724,Software,Bay Mortgage Services,linkedin,-1.4868
Sistem Basis Data,CLO 2-3,4,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-2.4518
Sistem Basis Data,CLO 2-3,5,li_4432900614,Software Engineer,Millennium Software Inc,linkedin,-3.1619
Sistem Basis Data,CLO 3-4,1,li_4433236166,SENIOR FULL STACK DEVELOPER,Salvatech,linkedin,-4.4423
Sistem Basis Data,CLO 3-4,2,li_4431117643,Software Developer,IEQ Technology,linkedin,-5.5975
Sistem Basis Data,CLO 3-4,3,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-5.7346
Sistem Basis Data,CLO 3-4,4,li_4404995783,"Data Scientist, New Grad",SentiLink,linkedin,-5.8966
Sistem Basis Data,CLO 3-4,5,li_4411637470,"Software Engineer, Trust",Notion,linkedin,-6.1586
Sistem Basis Data,CLO 4-5,1,li_4404995783,"Data Scientist, New Grad",SentiLink,linkedin,-3.1672
Sistem Basis Data,CLO 4-5,2,li_4375868798,Data Analyst,Clay,linkedin,-3.5509
Sistem Basis Data,CLO 4-5,3,li_4435439591,Data Analyst,DBD International,linkedin,-3.6138
Sistem Basis Data,CLO 4-5,4,li_4431128682,UI Designer,Collate,linkedin,-4.0829
Sistem Basis Data,CLO 4-5,5,li_4431280792,Data Analyst,World Wide Professional Solutions,linkedin,-4.1263
Sistem Basis Data,CLO-01,1,li_3815119724,Software,Bay Mortgage Services,linkedin,-2.192
Sistem Basis Data,CLO-01,2,gd_1010181109261,Informaticist 2,CenterWell Senior Primary Care,glassdoor,-3.6249
Sistem Basis Data,CLO-01,3,li_4375868798,Data Analyst,Clay,linkedin,-3.7026
Sistem Basis Data,CLO-01,4,li_4380008807,Software Engineer II (Maritime),Torch.AI,linkedin,-4.4801
Sistem Basis Data,CLO-01,5,li_4430289828,Software Engineer II,Arcfield,linkedin,-4.501
Sistem Basis Data,CLO-01,1,li_3815119724,Software,Bay Mortgage Services,linkedin,-4.0035
Sistem Basis Data,CLO-01,2,li_4338267967,"Software Engineer, Backend",Clay,linkedin,-4.7648
Sistem Basis Data,CLO-01,3,li_4339359236,"Software Engineer, Backend",Clay,linkedin,-4.7648
Sistem Basis Data,CLO-01,4,li_4337648158,"Software Engineer, Full Stack",Clay,linkedin,-5.0538
Sistem Basis Data,CLO-01,5,li_4399451605,"Software Engineer, Full Stack",Clay,linkedin,-5.0538
Sistem Basis Data,CLO-03,1,li_3815119724,Software,Bay Mortgage Services,linkedin,-3.6476
Sistem Basis Data,CLO-03,2,li_4195260019,"Software Engineer, Product Backend",Glean,linkedin,-4.7836
Sistem Basis Data,CLO-03,3,li_4258382945,"Software Engineer, Backend",Glean,linkedin,-4.8029
Sistem Basis Data,CLO-03,4,li_4195258183,"Software Engineer, Frontend",Glean,linkedin,-4.8451
Sistem Basis Data,CLO-03,5,li_4399451605,"Software Engineer, Full Stack",Clay,linkedin,-5.1686
Sistem Basis Data,CLO-08,1,li_4416261558,Software Engineer (Backend),Lorum,linkedin,-6.4523
Sistem Basis Data,CLO-08,2,li_4424958127,Product Designer,Plot,linkedin,-6.4691
Sistem Basis Data,CLO-08,3,li_3815119724,Software,Bay Mortgage Services,linkedin,-6.6227
Sistem Basis Data,CLO-08,4,li_4385647711,"Software Engineer, Developer Experience (AI)",Clay,linkedin,-6.8036
Sistem Basis Data,CLO-08,5,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-7.1536
Sistem Basis Data,CLO01a,1,li_4419202281,Android Developer,Virtusa,linkedin,-2.6834
Sistem Basis Data,CLO01a,2,li_3815119724,Software,Bay Mortgage Services,linkedin,-3.3899
Sistem Basis Data,CLO01a,3,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-3.6044
Sistem Basis Data,CLO01a,4,li_4416430090,"Backend Engineer, Growth and Data",Hebbia,linkedin,-3.614
Sistem Basis Data,CLO01a,5,li_4325154188,Software Engineer (Remote),Keye (YC F24),linkedin,-4.2914
Sistem Basis Data,CLO01b,1,li_4380008807,Software Engineer II (Maritime),Torch.AI,linkedin,-4.5412
Sistem Basis Data,CLO01b,2,gd_1009846201389,AI Researcher,"AGI, Inc.",glassdoor,-5.3144
Sistem Basis Data,CLO01b,3,li_3815119724,Software,Bay Mortgage Services,linkedin,-5.5837
Sistem Basis Data,CLO01b,4,li_4318503546,Product Designer,"AGI, Inc.",linkedin,-5.6375
Sistem Basis Data,CLO01b,5,li_4429955515,Product Designer,Conduct,linkedin,-5.7008
Sistem Basis Data,CLO01c,1,li_4405158984,Dаtа Sсіеntіѕt (Remote),Progressive Leasing,linkedin,-5.8504
Sistem Basis Data,CLO01c,2,gd_1009846201389,AI Researcher,"AGI, Inc.",glassdoor,-6.004
Sistem Basis Data,CLO01c,3,li_4429019731,AI/ML Engineer — Job Posting,Get Hire Technologies Inc.,linkedin,-6.2408
Sistem Basis Data,CLO01c,4,gd_1010155378118,Data AI Annotator - Flexible Hours,Innodata Inc.,glassdoor,-6.2506
Sistem Basis Data,CLO01c,5,gd_1010155378140,Applied AI Associate - Flexible Hours,Innodata Inc.,glassdoor,-6.2628
Sistem Basis Data,CLO01d,1,li_4435439591,Data Analyst,DBD International,linkedin,-3.7292
Sistem Basis Data,CLO01d,2,li_4435010314,"Professional, Data Quality",Cotality,linkedin,-3.7973
Sistem Basis Data,CLO01d,3,li_4435019087,"Professional, Data Quality",Cotality,linkedin,-3.7973
Sistem Basis Data,CLO01d,4,li_4427112925,Data Analyst,Beyond Feedback,linkedin,-3.9221
Sistem Basis Data,CLO01d,5,li_4404995783,"Data Scientist, New Grad",SentiLink,linkedin,-4.7775
Sistem Basis Data,CLO01e,1,li_4428474361,Product Designer,Quantifind,linkedin,-4.2374
Sistem Basis Data,CLO01e,2,li_4419558780,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-4.7188
Sistem Basis Data,CLO01e,3,li_4419576591,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-4.7188
Sistem Basis Data,CLO01e,4,li_4419576589,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-4.7188
Sistem Basis Data,CLO01e,5,li_3815119724,Software,Bay Mortgage Services,linkedin,-5.0521
Sistem Enterprise,CLO 1-Sub-CLO02,1,li_4405158984,Dаtа Sсіеntіѕt (Remote),Progressive Leasing,linkedin,-3.8565
Sistem Enterprise,CLO 1-Sub-CLO02,2,li_4429955515,Product Designer,Conduct,linkedin,-4.1607
Sistem Enterprise,CLO 1-Sub-CLO02,3,li_4424958127,Product Designer,Plot,linkedin,-5.2127
Sistem Enterprise,CLO 1-Sub-CLO02,4,li_4363726700,Software Engineer,Oso,linkedin,-5.7265
Sistem Enterprise,CLO 1-Sub-CLO02,5,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-5.732
Sistem Enterprise,CLO 1-Sub-CLO04,1,li_4363726700,Software Engineer,Oso,linkedin,-4.6793
Sistem Enterprise,CLO 1-Sub-CLO04,2,li_4414676598,Software Engineer,ETAP Software,linkedin,-4.9767
Sistem Enterprise,CLO 1-Sub-CLO04,3,li_3815119724,Software,Bay Mortgage Services,linkedin,-5.3854
Sistem Enterprise,CLO 1-Sub-CLO04,4,li_4432900614,Software Engineer,Millennium Software Inc,linkedin,-5.453
Sistem Enterprise,CLO 1-Sub-CLO04,5,li_4428785976,"Software Engineer, Backend",Imprint,linkedin,-5.4912
Sistem Enterprise,CLO 2-Sub-CLO01,1,li_4428620717,Systems Engineer,AISIN World Corp. of America,linkedin,-4.1693
Sistem Enterprise,CLO 2-Sub-CLO01,2,li_4429955515,Product Designer,Conduct,linkedin,-6.1246
Sistem Enterprise,CLO 2-Sub-CLO01,3,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-6.7775
Sistem Enterprise,CLO 2-Sub-CLO01,4,li_3815119724,Software,Bay Mortgage Services,linkedin,-6.9309
Sistem Enterprise,CLO 2-Sub-CLO01,5,li_4424958127,Product Designer,Plot,linkedin,-7.0392
Sistem Enterprise,CLO 2-Sub-CLO01,1,li_4429955515,Product Designer,Conduct,linkedin,-6.2102
Sistem Enterprise,CLO 2-Sub-CLO01,2,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-6.8502
Sistem Enterprise,CLO 2-Sub-CLO01,3,li_3815119724,Software,Bay Mortgage Services,linkedin,-6.9632
Sistem Enterprise,CLO 2-Sub-CLO01,4,li_4424958127,Product Designer,Plot,linkedin,-7.1121
Sistem Enterprise,CLO 2-Sub-CLO01,5,li_4418860602,Business Analyst,Tata Consultancy Services,linkedin,-7.1369
Sistem Enterprise,CLO 2-Sub-CLO03,1,li_4415368109,"Software Engineer II, Backend - HR Product",Rippling,linkedin,-2.5381
Sistem Enterprise,CLO 2-Sub-CLO03,2,li_4405158984,Dаtа Sсіеntіѕt (Remote),Progressive Leasing,linkedin,-4.1796
Sistem Enterprise,CLO 2-Sub-CLO03,3,li_4427112925,Data Analyst,Beyond Feedback,linkedin,-4.7724
Sistem Enterprise,CLO 2-Sub-CLO03,4,li_4424958127,Product Designer,Plot,linkedin,-4.9202
Sistem Enterprise,CLO 2-Sub-CLO03,5,li_4428785976,"Software Engineer, Backend",Imprint,linkedin,-4.9716
Sistem Enterprise,CLO 2-Sub-CLO05,1,li_4428505624,Business Systems Analyst,CACI International Inc,linkedin,-2.0512
Sistem Enterprise,CLO 2-Sub-CLO05,2,li_4427749735,"Analyst, Enterprise Data",McLeod Software,linkedin,-2.2683
Sistem Enterprise,CLO 2-Sub-CLO05,3,li_4405260780,Machine Learning (ML) Engineer,Vectara,linkedin,-2.4056
Sistem Enterprise,CLO 2-Sub-CLO05,4,li_4205003719,Software Engineer,Middesk,linkedin,-3.7554
Sistem Enterprise,CLO 2-Sub-CLO05,5,li_4432488212,Machine Learning Engineer,Harrison Clarke,linkedin,-4.7335
Sistem Enterprise,CLO-1,1,li_4399451605,"Software Engineer, Full Stack",Clay,linkedin,-5.5603
Sistem Enterprise,CLO-1,2,li_4337648158,"Software Engineer, Full Stack",Clay,linkedin,-5.5603
Sistem Enterprise,CLO-1,3,li_4339359236,"Software Engineer, Backend",Clay,linkedin,-5.6411
Sistem Enterprise,CLO-1,4,li_4338267967,"Software Engineer, Backend",Clay,linkedin,-5.6411
Sistem Enterprise,CLO-1,5,li_4385647711,"Software Engineer, Developer Experience (AI)",Clay,linkedin,-5.6682
Sistem Enterprise,CLO-2,1,li_3815119724,Software,Bay Mortgage Services,linkedin,-3.165
Sistem Enterprise,CLO-2,2,gd_1010181109261,Informaticist 2,CenterWell Senior Primary Care,glassdoor,-4.0986
Sistem Enterprise,CLO-2,3,li_4426390973,Application Developer II,Cass Information Systems,linkedin,-5.3826
Sistem Enterprise,CLO-2,4,li_4380008807,Software Engineer II (Maritime),Torch.AI,linkedin,-5.7704
Sistem Enterprise,CLO-2,5,li_4434016802,Back End Developer,Cooler Master USA,linkedin,-5.8404
Sistem Enterprise,CLO01a,1,li_4429955515,Product Designer,Conduct,linkedin,-4.0521
Sistem Enterprise,CLO01a,2,li_4419575653,"Software Engineer (Backend), Content Foundations","Scribd, Inc.",linkedin,-4.0611
